Year,Player1,Country1,Player2,Country2,Score1,Score2,
1988,Jean-Michel Henry,FRA,André Kuhn,SUI,5,4,
1988,André Kuhn,SUI,Younes Al-Mashmoum,KUW,5,4,
1988,Cezary Siess,POL,Younes Al-Mashmoum,KUW,5,4,
1988,Andrey Shuvalov,URS,Fernando de la Peña,ESP,5,4,
1988,Vladimir Reznichenko,URS,Antônio Machado,BRA,5,4,
1988,Lee Il-Hui,KOR,Patrice Gaille,SUI,5,4,
1988,Éric Srecki,FRA,Lee Sang-Gi,KOR,5,4,
1988,Éric Srecki,FRA,Joaquín Pinto,COL,5,4,
1988,Szabolcs Pásztor,HUN,Lee Sang-Gi,KOR,5,4,
1988,Szabolcs Pásztor,HUN,Robert Davidson,AUS,5,4,
1988,Lee Sang-Gi,KOR,Robert Davidson,AUS,5,4,
1988,Joaquín Pinto,COL,Robert Davidson,AUS,5,4,
1988,Stéphane Ganeff,NED,Angelo Mazzoni,ITA,5,4,
1988,Thierry Soumagne,BEL,Stéphane Ganeff,NED,5,4,
1988,Rob Stull,USA,Péter Vánky,SWE,5,4,
1988,Péter Vánky,SWE,Uwe Proske,GDR,5,4,
1988,Uwe Proske,GDR,Zoltán Székely,HUN,5,4,
1988,Ludomir Chronowski,POL,John Llewellyn,GBR,5,4,
1988,Ludomir Chronowski,POL,Stefano Pantano,ITA,5,4,
1988,John Llewellyn,GBR,Stefano Pantano,ITA,5,4,
1988,Stefano Pantano,ITA,Mohamed Al-Hamar,KUW,5,4,
1988,Ernő Kolczonay,HUN,Chan Kai Sang,HKG,5,4,
1988,Mikhail Tishko,URS,Ernő Kolczonay,HUN,5,4,
1988,Jerri Bergström,SWE,Mikhail Tishko,URS,5,4,
1988,Mikhail Tishko,URS,Arno Strohmeyer,AUT,5,4,
1988,Arno Strohmeyer,AUT,Cezary Siess,POL,5,4,
1988,Mauricio Rivas,COL,Stephen Trevor,USA,5,4,
1988,Cezary Siess,POL,Mauricio Rivas,COL,5,4,
1988,Torsten Kühnemund,GDR,Witold Gadomski,POL,5,4,
1988,Witold Gadomski,POL,Antônio Machado,BRA,5,4,
1988,Witold Gadomski,POL,Joaquín Pinto,COL,5,4,
1988,Joaquín Pinto,COL,John Llewellyn,GBR,5,4,
1988,Éric Srecki,FRA,Péter Vánky,SWE,5,4,
1988,Éric Srecki,FRA,Vladimir Reznichenko,URS,5,4,
1988,Éric Srecki,FRA,Uwe Proske,GDR,5,4,
1988,Péter Vánky,SWE,Stefan Joos,BEL,5,4,
1988,Péter Vánky,SWE,Vladimir Reznichenko,URS,5,4,
1988,Uwe Proske,GDR,Roberto Lazzarini,BRA,5,4,
1988,Roberto Lazzarini,BRA,Péter Vánky,SWE,5,4,
1988,Andrey Shuvalov,URS,Stefano Pantano,ITA,5,4,
1988,Andrey Shuvalov,URS,Szabolcs Pásztor,HUN,5,4,
1988,Stefano Pantano,ITA,Alexander Pusch,FRG,5,4,
1988,Alexander Pusch,FRG,Szabolcs Pásztor,HUN,5,4,
1988,Alexander Pusch,FRG,André Kuhn,SUI,5,4,
1988,Johannes Nagele,AUT,André Kuhn,SUI,5,4,
1988,Jean-Michel Henry,FRA,Du Zhencheng,CHN,5,4,
1988,Yun Nam-Jin,KOR,Thomas Gerull,FRG,5,4,
1988,Yun Nam-Jin,KOR,Du Zhencheng,CHN,5,4,
1988,Thomas Gerull,FRG,Rob Stull,USA,5,4,
1988,Lee Sang-Gi,KOR,Zoltán Székely,HUN,5,4,
1988,Zoltán Székely,HUN,Rafael di Tella,ARG,5,4,
1988,Rafael di Tella,ARG,Axel Birnbaum,AUT,5,4,
1988,Angelo Mazzoni,ITA,Patrice Gaille,SUI,5,4,
1988,Michel Dessureault,CAN,Patrice Gaille,SUI,5,4,
1988,Michel Dessureault,CAN,Ma Zhi,CHN,5,4,
1988,Patrice Gaille,SUI,Martin Brill,NZL,5,4,
1988,Patrice Gaille,SUI,Douglas Fonseca,BRA,5,4,
1988,Douglas Fonseca,BRA,Martin Brill,NZL,5,4,
1988,Douglas Fonseca,BRA,Ma Zhi,CHN,5,4,
1988,Arwin Kardolus,NED,Ernő Kolczonay,HUN,5,4,
1988,Sandro Cuomo,ITA,Juan Miguel Paz,COL,5,4,
1988,Zoltán Székely,HUN,Younes Al-Mashmoum,KUW,5,3,
1988,Sandro Cuomo,ITA,Roberto Lazzarini,BRA,5,3,
1988,André Kuhn,SUI,Óscar Pinto,POR,5,3,
1988,Lee Il-Hui,KOR,Roberto Durão,POR,5,3,
1988,Lee Il-Hui,KOR,Robert Marx,USA,5,3,
1988,Otto Drakenberg,SWE,Wang San-Tsai,TPE,5,3,
1988,Andrey Shuvalov,URS,Antônio Machado,BRA,5,3,
1988,Andrey Shuvalov,URS,Wang San-Tsai,TPE,5,3,
1988,Robert Davidson,AUS,Antônio Machado,BRA,5,3,
1988,Éric Srecki,FRA,Mohamed Al-Hamar,KUW,5,3,
1988,Mauricio Rivas,COL,Michiel Driessen,NED,5,3,
1988,Sergio Turiace,ARG,Michiel Driessen,NED,5,3,
1988,Mohamed Al-Hamar,KUW,Michiel Driessen,NED,5,3,
1988,Alexander Pusch,FRG,Yun Nam-Jin,KOR,5,3,
1988,Yun Nam-Jin,KOR,Ludomir Chronowski,POL,5,3,
1988,Thomas Gerull,FRG,Jerri Bergström,SWE,5,3,
1988,Jerri Bergström,SWE,Joaquín Pinto,COL,5,3,
1988,Szabolcs Pásztor,HUN,Du Zhencheng,CHN,5,3,
1988,Péter Vánky,SWE,Juan Miguel Paz,COL,5,3,
1988,Péter Vánky,SWE,Jean-Marc Chouinard,CAN,5,3,
1988,Philippe Riboud,FRA,John Llewellyn,GBR,5,3,
1988,Philippe Riboud,FRA,Patrice Gaille,SUI,5,3,
1988,John Llewellyn,GBR,Patrice Gaille,SUI,5,3,
1988,John Llewellyn,GBR,Tong King King,HKG,5,3,
1988,Witold Gadomski,POL,John Llewellyn,GBR,5,3,
1988,Mikhail Tishko,URS,Axel Birnbaum,AUT,5,3,
1988,Mikhail Tishko,URS,Austin Thomas,ARU,5,3,
1988,Stefano Pantano,ITA,Hugh Kernohan,GBR,5,3,
1988,Michel Dessureault,CAN,Hugh Kernohan,GBR,5,3,
1988,Hugh Kernohan,GBR,Khaled Jahrami,KUW,5,3,
1988,Khaled Jahrami,KUW,Saleh Sultan Farhan Faraj,BRN,5,3,
1988,Saleh Sultan Farhan Faraj,BRN,Michel Dessureault,CAN,5,3,
1988,Ma Zhi,CHN,Torsten Kühnemund,GDR,5,3,
1988,Douglas Fonseca,BRA,Ángel Fernández,ESP,5,3,
1988,Douglas Fonseca,BRA,Ahmed Al-Doseri,BRN,5,3,
1988,Alain Côté,CAN,Torsten Kühnemund,GDR,5,3,
1988,Arwin Kardolus,NED,José Bandeira,POR,5,3,
1988,Rafael di Tella,ARG,Arnd Schmitt,FRG,5,3,
1988,Rafael di Tella,ARG,Cezary Siess,POL,5,3,
1988,Cezary Siess,POL,Arwin Kardolus,NED,5,3,
1988,Cezary Siess,POL,José Bandeira,POR,5,3,
1988,Cezary Siess,POL,Alfredo Bogarín,PAR,5,3,
1988,José Bandeira,POR,Alfredo Bogarín,PAR,5,3,
1988,Torsten Kühnemund,GDR,Michel Poffet,SUI,5,3,
1988,Michel Poffet,SUI,Michel Dessureault,CAN,5,3,
1988,Michel Poffet,SUI,Ángel Fernández,ESP,5,3,
1988,Rafael di Tella,ARG,Ángel Fernández,ESP,5,3,
1988,Arwin Kardolus,NED,Witold Gadomski,POL,5,3,
1988,Douglas Fonseca,BRA,Hugh Kernohan,GBR,5,3,
1988,Andrey Shuvalov,URS,Philippe Riboud,FRA,5,3,
1988,Andrey Shuvalov,URS,Du Zhencheng,CHN,5,3,
1988,Axel Birnbaum,AUT,Du Zhencheng,CHN,5,3,
1988,Du Zhencheng,CHN,Fernando de la Peña,ESP,5,3,
1988,Patrice Gaille,SUI,Juan Miguel Paz,COL,5,3,
1988,Vladimir Reznichenko,URS,Lee Il-Hui,KOR,5,3,
1988,Antônio Machado,BRA,Juan Miguel Paz,COL,5,3,
1988,Antônio Machado,BRA,Lee Il-Hui,KOR,5,3,
1988,Zoltán Székely,HUN,Lars Winter,FIN,5,3,
1988,Rob Stull,USA,Lars Winter,FIN,5,3,
1988,Ludomir Chronowski,POL,Otto Drakenberg,SWE,5,3,
1988,John Llewellyn,GBR,Otto Drakenberg,SWE,5,3,
1988,Jerri Bergström,SWE,Mikhail Tishko,URS,5,3,
1988,Stefan Joos,BEL,Johannes Nagele,AUT,5,3,
1988,Jerri Bergström,SWE,Arno Strohmeyer,AUT,5,3,
1988,Mikhail Tishko,URS,Cezary Siess,POL,5,3,
1988,Arno Strohmeyer,AUT,Mauricio Rivas,COL,5,3,
1988,Arno Strohmeyer,AUT,Stephen Trevor,USA,5,3,
1988,Mauricio Rivas,COL,Mikhail Tishko,URS,5,3,
1988,Witold Gadomski,POL,Stéphane Ganeff,NED,5,3,
1988,Stéphane Ganeff,NED,John Llewellyn,GBR,5,3,
1988,John Llewellyn,GBR,Antônio Machado,BRA,5,3,
1988,Éric Srecki,FRA,Stefan Joos,BEL,5,3,
1988,Stefano Pantano,ITA,Johannes Nagele,AUT,5,3,
1988,Szabolcs Pásztor,HUN,André Kuhn,SUI,5,3,
1988,Thomas Gerull,FRG,Du Zhencheng,CHN,5,3,
1988,Thomas Gerull,FRG,Ludomir Chronowski,POL,5,3,
1988,Zoltán Székely,HUN,Michel Poffet,SUI,5,3,
1988,Michel Poffet,SUI,Rafael di Tella,ARG,5,3,
1988,Martin Brill,NZL,Angelo Mazzoni,ITA,5,3,
1988,Martin Brill,NZL,Michel Dessureault,CAN,5,3,
1988,Angelo Mazzoni,ITA,Michel Dessureault,CAN,5,3,
1988,Patrice Gaille,SUI,Ma Zhi,CHN,5,3,
1988,Philippe Riboud,FRA,Ernő Kolczonay,HUN,5,3,
1988,Philippe Riboud,FRA,Mohamed Al-Hamar,KUW,5,3,
1988,Ernő Kolczonay,HUN,Juan Miguel Paz,COL,5,3,
1988,Mohamed Al-Hamar,KUW,Sandro Cuomo,ITA,5,3,
1988,Zoltán Székely,HUN,Zahi El-Khoury,LBN,5,2,
1988,Stephen Trevor,USA,Younes Al-Mashmoum,KUW,5,2,
1988,Sandro Cuomo,ITA,André Kuhn,SUI,5,2,
1988,Sandro Cuomo,ITA,Stéphane Ganeff,NED,5,2,
1988,Roberto Lazzarini,BRA,Óscar Pinto,POR,5,2,
1988,Jean-Michel Henry,FRA,Lee Il-Hui,KOR,5,2,
1988,Lee Il-Hui,KOR,Fernando de la Peña,ESP,5,2,
1988,Fernando de la Peña,ESP,Roberto Durão,POR,5,2,
1988,Otto Drakenberg,SWE,Andrey Shuvalov,URS,5,2,
1988,Otto Drakenberg,SWE,Robert Davidson,AUS,5,2,
1988,Andrey Shuvalov,URS,Robert Davidson,AUS,5,2,
1988,Antônio Machado,BRA,Otto Drakenberg,SWE,5,2,
1988,Robert Davidson,AUS,Wang San-Tsai,TPE,5,2,
1988,Rob Stull,USA,Michel Youssef,LBN,5,2,
1988,Thomas Gerull,FRG,Manuel Pereira,ESP,5,2,
1988,Jerri Bergström,SWE,Manuel Pereira,ESP,5,2,
1988,Szabolcs Pásztor,HUN,Péter Vánky,SWE,5,2,
1988,Vladimir Reznichenko,URS,Arno Strohmeyer,AUT,5,2,
1988,Vladimir Reznichenko,URS,Ali Abuzamia,JOR,5,2,
1988,Philippe Riboud,FRA,Tong King King,HKG,5,2,
1988,Witold Gadomski,POL,Patrice Gaille,SUI,5,2,
1988,Martin Brill,NZL,Tang Wing Keung,HKG,5,2,
1988,Axel Birnbaum,AUT,Austin Thomas,ARU,5,2,
1988,Michel Poffet,SUI,Uwe Proske,GDR,5,2,
1988,Michel Poffet,SUI,Thierry Soumagne,BEL,5,2,
1988,Abdul Rahman Khalid,BRN,Uwe Proske,GDR,5,2,
1988,Stefano Pantano,ITA,Johannes Nagele,AUT,5,2,
1988,Johannes Nagele,AUT,Hugh Kernohan,GBR,5,2,
1988,Johannes Nagele,AUT,Khaled Jahrami,KUW,5,2,
1988,Michel Dessureault,CAN,Khaled Jahrami,KUW,5,2,
1988,Torsten Kühnemund,GDR,Ahmed Al-Doseri,BRN,5,2,
1988,Ma Zhi,CHN,Alain Côté,CAN,5,2,
1988,Ángel Fernández,ESP,Ma Zhi,CHN,5,2,
1988,Arwin Kardolus,NED,Alfredo Bogarín,PAR,5,2,
1988,Torsten Kühnemund,GDR,Rafael di Tella,ARG,5,2,
1988,Torsten Kühnemund,GDR,Ángel Fernández,ESP,5,2,
1988,Michel Dessureault,CAN,Rafael di Tella,ARG,5,2,
1988,Alexander Pusch,FRG,Martin Brill,NZL,5,2,
1988,Alexander Pusch,FRG,Sergio Turiace,ARG,5,2,
1988,Martin Brill,NZL,Ma Zhi,CHN,5,2,
1988,Ma Zhi,CHN,Sergio Turiace,ARG,5,2,
1988,Arwin Kardolus,NED,Douglas Fonseca,BRA,5,2,
1988,Sandro Cuomo,ITA,Douglas Fonseca,BRA,5,2,
1988,Arnd Schmitt,FRG,André Kuhn,SUI,5,2,
1988,Jean-Michel Henry,FRA,Cezary Siess,POL,5,2,
1988,Philippe Riboud,FRA,Du Zhencheng,CHN,5,2,
1988,Philippe Riboud,FRA,Fernando de la Peña,ESP,5,2,
1988,Axel Birnbaum,AUT,Fernando de la Peña,ESP,5,2,
1988,Patrice Gaille,SUI,Vladimir Reznichenko,URS,5,2,
1988,Patrice Gaille,SUI,Antônio Machado,BRA,5,2,
1988,Vladimir Reznichenko,URS,Juan Miguel Paz,COL,5,2,
1988,Juan Miguel Paz,COL,Lee Il-Hui,KOR,5,2,
1988,Éric Srecki,FRA,Szabolcs Pásztor,HUN,5,2,
1988,Angelo Mazzoni,ITA,Yun Nam-Jin,KOR,5,2,
1988,Angelo Mazzoni,ITA,Thomas Gerull,FRG,5,2,
1988,Yun Nam-Jin,KOR,Stéphane Ganeff,NED,5,2,
1988,Thomas Gerull,FRG,Yun Nam-Jin,KOR,5,2,
1988,Thomas Gerull,FRG,Thierry Soumagne,BEL,5,2,
1988,Zoltán Székely,HUN,Rob Stull,USA,5,2,
1988,Zoltán Székely,HUN,Péter Vánky,SWE,5,2,
1988,Rob Stull,USA,Uwe Proske,GDR,5,2,
1988,Uwe Proske,GDR,Lars Winter,FIN,5,2,
1988,Ludomir Chronowski,POL,Mohamed Al-Hamar,KUW,5,2,
1988,Jerri Bergström,SWE,Roberto Lazzarini,BRA,5,2,
1988,Mikhail Tishko,URS,Roberto Lazzarini,BRA,5,2,
1988,Mikhail Tishko,URS,Chan Kai Sang,HKG,5,2,
1988,Roberto Lazzarini,BRA,Chan Kai Sang,HKG,5,2,
1988,Stephen Trevor,USA,Stefan Joos,BEL,5,2,
1988,Stephen Trevor,USA,Johannes Nagele,AUT,5,2,
1988,Stephen Trevor,USA,Roberto Durão,POR,5,2,
1988,Stefan Joos,BEL,Mauricio Rivas,COL,5,2,
1988,Mauricio Rivas,COL,Roberto Durão,POR,5,2,
1988,Johannes Nagele,AUT,Roberto Durão,POR,5,2,
1988,Jerri Bergström,SWE,Mauricio Rivas,COL,5,2,
1988,Jerri Bergström,SWE,Stephen Trevor,USA,5,2,
1988,Torsten Kühnemund,GDR,Antônio Machado,BRA,5,2,
1988,Torsten Kühnemund,GDR,Stéphane Ganeff,NED,5,2,
1988,Antônio Machado,BRA,Stéphane Ganeff,NED,5,2,
1988,Antônio Machado,BRA,Joaquín Pinto,COL,5,2,
1988,Éric Srecki,FRA,Roberto Lazzarini,BRA,5,2,
1988,Péter Vánky,SWE,Uwe Proske,GDR,5,2,
1988,Vladimir Reznichenko,URS,Roberto Lazzarini,BRA,5,2,
1988,Uwe Proske,GDR,Stefan Joos,BEL,5,2,
1988,Andrey Shuvalov,URS,Alexander Pusch,FRG,5,2,
1988,Andrey Shuvalov,URS,Johannes Nagele,AUT,5,2,
1988,Andrey Shuvalov,URS,André Kuhn,SUI,5,2,
1988,Stefano Pantano,ITA,André Kuhn,SUI,5,2,
1988,Jean-Michel Henry,FRA,Thomas Gerull,FRG,5,2,
1988,Jean-Michel Henry,FRA,Ludomir Chronowski,POL,5,2,
1988,Du Zhencheng,CHN,Rob Stull,USA,5,2,
1988,Ludomir Chronowski,POL,Rob Stull,USA,5,2,
1988,Arnd Schmitt,FRG,Zoltán Székely,HUN,5,2,
1988,Arnd Schmitt,FRG,Michel Poffet,SUI,5,2,
1988,Lee Sang-Gi,KOR,Arnd Schmitt,FRG,5,2,
1988,Zoltán Székely,HUN,Axel Birnbaum,AUT,5,2,
1988,Michel Poffet,SUI,Axel Birnbaum,AUT,5,2,
1988,Martin Brill,NZL,Ma Zhi,CHN,5,2,
1988,Ma Zhi,CHN,Angelo Mazzoni,ITA,5,2,
1988,Philippe Riboud,FRA,Arwin Kardolus,NED,5,2,
1988,Philippe Riboud,FRA,Sandro Cuomo,ITA,5,2,
1988,Arwin Kardolus,NED,Juan Miguel Paz,COL,5,2,
1988,Sandro Cuomo,ITA,Arwin Kardolus,NED,5,2,
1988,Ernő Kolczonay,HUN,Mohamed Al-Hamar,KUW,5,2,
1988,Roberto Lazzarini,BRA,André Kuhn,SUI,5,1,
1988,Roberto Lazzarini,BRA,Stéphane Ganeff,NED,5,1,
1988,Stéphane Ganeff,NED,Óscar Pinto,POR,5,1,
1988,Jean-Michel Henry,FRA,Fernando de la Peña,ESP,5,1,
1988,Jean-Michel Henry,FRA,Roberto Durão,POR,5,1,
1988,Éric Srecki,FRA,Sergio Turiace,ARG,5,1,
1988,Mauricio Rivas,COL,Mohamed Al-Hamar,KUW,5,1,
1988,Alexander Pusch,FRG,Ludomir Chronowski,POL,5,1,
1988,Alexander Pusch,FRG,Rob Stull,USA,5,1,
1988,Alexander Pusch,FRG,Michel Youssef,LBN,5,1,
1988,Yun Nam-Jin,KOR,Michel Youssef,LBN,5,1,
1988,Ludomir Chronowski,POL,Rob Stull,USA,5,1,
1988,Ludomir Chronowski,POL,Michel Youssef,LBN,5,1,
1988,Vladimir Reznichenko,URS,Stefan Joos,BEL,5,1,
1988,Lee Sang-Gi,KOR,Arno Strohmeyer,AUT,5,1,
1988,Tong King King,HKG,Witold Gadomski,POL,5,1,
1988,Lars Winter,FIN,Mikhail Tishko,URS,5,1,
1988,Mikhail Tishko,URS,Tang Wing Keung,HKG,5,1,
1988,Martin Brill,NZL,Axel Birnbaum,AUT,5,1,
1988,Michel Poffet,SUI,Chan Kai Sang,HKG,5,1,
1988,Uwe Proske,GDR,Thierry Soumagne,BEL,5,1,
1988,Chan Kai Sang,HKG,Abdul Rahman Khalid,BRN,5,1,
1988,Stefano Pantano,ITA,Michel Dessureault,CAN,5,1,
1988,Torsten Kühnemund,GDR,Ángel Fernández,ESP,5,1,
1988,Ángel Fernández,ESP,Ahmed Al-Doseri,BRN,5,1,
1988,Arnd Schmitt,FRG,Cezary Siess,POL,5,1,
1988,Arnd Schmitt,FRG,José Bandeira,POR,5,1,
1988,Rafael di Tella,ARG,Alfredo Bogarín,PAR,5,1,
1988,Torsten Kühnemund,GDR,Michel Dessureault,CAN,5,1,
1988,Alexander Pusch,FRG,Arno Strohmeyer,AUT,5,1,
1988,Ma Zhi,CHN,Alexander Pusch,FRG,5,1,
1988,Arno Strohmeyer,AUT,Sergio Turiace,ARG,5,1,
1988,Sandro Cuomo,ITA,Hugh Kernohan,GBR,5,1,
1988,Jean-Michel Henry,FRA,Younes Al-Mashmoum,KUW,5,1,
1988,André Kuhn,SUI,Cezary Siess,POL,5,1,
1988,Andrey Shuvalov,URS,Axel Birnbaum,AUT,5,1,
1988,Philippe Riboud,FRA,Axel Birnbaum,AUT,5,1,
1988,Szabolcs Pásztor,HUN,Joaquín Pinto,COL,5,1,
1988,Lee Sang-Gi,KOR,Joaquín Pinto,COL,5,1,
1988,Yun Nam-Jin,KOR,Thierry Soumagne,BEL,5,1,
1988,Stéphane Ganeff,NED,Thomas Gerull,FRG,5,1,
1988,Péter Vánky,SWE,Lars Winter,FIN,5,1,
1988,John Llewellyn,GBR,Mohamed Al-Hamar,KUW,5,1,
1988,Mohamed Al-Hamar,KUW,Otto Drakenberg,SWE,5,1,
1988,Ernő Kolczonay,HUN,Roberto Lazzarini,BRA,5,1,
1988,Stefan Joos,BEL,Roberto Durão,POR,5,1,
1988,Mikhail Tishko,URS,Stephen Trevor,USA,5,1,
1988,Stephen Trevor,USA,Cezary Siess,POL,5,1,
1988,Stéphane Ganeff,NED,Joaquín Pinto,COL,5,1,
1988,Stefan Joos,BEL,Vladimir Reznichenko,URS,5,1,
1988,Stefan Joos,BEL,Roberto Lazzarini,BRA,5,1,
1988,Vladimir Reznichenko,URS,Uwe Proske,GDR,5,1,
1988,Jean-Michel Henry,FRA,Rob Stull,USA,5,1,
1988,Yun Nam-Jin,KOR,Jean-Michel Henry,FRA,5,1,
1988,Du Zhencheng,CHN,Ludomir Chronowski,POL,5,1,
1988,Ludomir Chronowski,POL,Yun Nam-Jin,KOR,5,1,
1988,Arnd Schmitt,FRG,Rafael di Tella,ARG,5,1,
1988,Lee Sang-Gi,KOR,Michel Poffet,SUI,5,1,
1988,Lee Sang-Gi,KOR,Axel Birnbaum,AUT,5,1,
1988,Michel Dessureault,CAN,Douglas Fonseca,BRA,5,1,
1988,Philippe Riboud,FRA,Juan Miguel Paz,COL,5,1,
1988,Sandro Cuomo,ITA,Ernő Kolczonay,HUN,5,1,
1988,Juan Miguel Paz,COL,Mohamed Al-Hamar,KUW,5,1,
1988,Angelo Mazzoni,ITA,Zahi El-Khoury,LBN,5,0,
1988,Younes Al-Mashmoum,KUW,Zahi El-Khoury,LBN,5,0,
1988,Sandro Cuomo,ITA,Óscar Pinto,POR,5,0,
1988,Antônio Machado,BRA,Wang San-Tsai,TPE,5,0,
1988,Mauricio Rivas,COL,Sergio Turiace,ARG,5,0,
1988,Lee Sang-Gi,KOR,Ali Abuzamia,JOR,5,0,
1988,Stefan Joos,BEL,Ali Abuzamia,JOR,5,0,
1988,Philippe Riboud,FRA,Witold Gadomski,POL,5,0,
1988,Patrice Gaille,SUI,Tong King King,HKG,5,0,
1988,Lars Winter,FIN,Austin Thomas,ARU,5,0,
1988,Lars Winter,FIN,Tang Wing Keung,HKG,5,0,
1988,Mikhail Tishko,URS,Martin Brill,NZL,5,0,
1988,Martin Brill,NZL,Austin Thomas,ARU,5,0,
1988,Michel Poffet,SUI,Abdul Rahman Khalid,BRN,5,0,
1988,Uwe Proske,GDR,Chan Kai Sang,HKG,5,0,
1988,Thierry Soumagne,BEL,Abdul Rahman Khalid,BRN,5,0,
1988,Stefano Pantano,ITA,Saleh Sultan Farhan Faraj,BRN,5,0,
1988,Arnd Schmitt,FRG,Alfredo Bogarín,PAR,5,0,
1988,Arwin Kardolus,NED,Rafael di Tella,ARG,5,0,
1988,Witold Gadomski,POL,Hugh Kernohan,GBR,5,0,
1988,Hugh Kernohan,GBR,Arwin Kardolus,NED,5,0,
1988,Éric Srecki,FRA,Robert Davidson,AUS,5,0,
1988,Angelo Mazzoni,ITA,Thierry Soumagne,BEL,5,0,
1988,Ernő Kolczonay,HUN,Jerri Bergström,SWE,5,0,
1988,Jerri Bergström,SWE,Chan Kai Sang,HKG,5,0,
1988,Stephen Trevor,USA,Mauricio Rivas,COL,5,0,
1988,Mauricio Rivas,COL,Johannes Nagele,AUT,5,0,
1988,Jerri Bergström,SWE,Cezary Siess,POL,5,0,
1988,Torsten Kühnemund,GDR,John Llewellyn,GBR,5,0,
1988,Torsten Kühnemund,GDR,Joaquín Pinto,COL,5,0,
1988,Alexander Pusch,FRG,Johannes Nagele,AUT,5,0,
1988,Arnd Schmitt,FRG,Axel Birnbaum,AUT,5,0,
1988,Angelo Mazzoni,ITA,Douglas Fonseca,BRA,5,0,
1988,Arwin Kardolus,NED,Mohamed Al-Hamar,KUW,5,0,
1988,Stefan Joos,BEL,Arwin Kardolus,NED,10,9,
1988,Lee Sang-Gi,KOR,Thomas Gerull,FRG,10,9,
1988,Ernő Kolczonay,HUN,Mikhail Tishko,URS,10,9,
1988,Arnd Schmitt,FRG,Antônio Machado,BRA,10,9,
1988,Vladimir Reznichenko,URS,Arnd Schmitt,FRG,10,9,
1988,Andrey Shuvalov,URS,Martin Brill,NZL,10,9,
1988,Patrice Gaille,SUI,Michel Dessureault,CAN,10,9,
1988,Sandro Cuomo,ITA,Zoltán Székely,HUN,10,9,
1988,Ernő Kolczonay,HUN,Stéphane Ganeff,NED,10,9,
1988,Philippe Riboud,FRA,Vladimir Reznichenko,URS,10,9,
1988,Arnd Schmitt,FRG,Andrey Shuvalov,URS,10,9,
1988,Arnd Schmitt,FRG,Philippe Riboud,FRA,10,9,
1988,Jerri Bergström,SWE,Stéphane Ganeff,NED,10,8,
1988,Martin Brill,NZL,Stefano Pantano,ITA,10,8,
1988,Philippe Riboud,FRA,Sandro Cuomo,ITA,10,8,
1988,Jerri Bergström,SWE,Philippe Riboud,FRA,10,8,
1988,Ernő Kolczonay,HUN,Jean-Michel Henry,FRA,10,8,
1988,Arnd Schmitt,FRG,Michel Poffet,SUI,10,8,
1988,Andrey Shuvalov,URS,Sandro Cuomo,ITA,10,8,
1988,Arno Strohmeyer,AUT,Angelo Mazzoni,ITA,10,7,
1988,Sandro Cuomo,ITA,Patrice Gaille,SUI,10,7,
1988,Arno Strohmeyer,AUT,Lee Sang-Gi,KOR,10,7,
1988,Torsten Kühnemund,GDR,Arno Strohmeyer,AUT,10,7,
1988,Johannes Nagele,AUT,Arwin Kardolus,NED,10,7,
1988,Martin Brill,NZL,Thomas Gerull,FRG,10,7,
1988,Martin Brill,NZL,Arno Strohmeyer,AUT,10,7,
1988,Arnd Schmitt,FRG,Jerri Bergström,SWE,10,7,
1988,Mauricio Rivas,COL,Éric Srecki,FRA,10,6,
1988,Witold Gadomski,POL,Yun Nam-Jin,KOR,10,6,
1988,Andrey Shuvalov,URS,Du Zhencheng,CHN,10,6,
1988,Torsten Kühnemund,GDR,Stefan Joos,BEL,10,6,
1988,Jerri Bergström,SWE,Ernő Kolczonay,HUN,10,6,
1988,Andrey Shuvalov,URS,Alexander Pusch,FRG,10,6,
1988,Thomas Gerull,FRG,Angelo Mazzoni,ITA,10,6,
1988,Philippe Riboud,FRA,Ernő Kolczonay,HUN,10,6,
1988,Vladimir Reznichenko,URS,Zoltán Székely,HUN,10,5,
1988,Alexander Pusch,FRG,Péter Vánky,SWE,10,5,
1988,Mauricio Rivas,COL,Witold Gadomski,POL,10,5,
1988,Vladimir Reznichenko,URS,Mauricio Rivas,COL,10,5,
1988,Zoltán Székely,HUN,Antônio Machado,BRA,10,5,
1988,Michel Poffet,SUI,Éric Srecki,FRA,10,5,
1988,Patrice Gaille,SUI,Stefan Joos,BEL,10,5,
1988,Stefano Pantano,ITA,Witold Gadomski,POL,10,5,
1988,Martin Brill,NZL,Patrice Gaille,SUI,10,5,
1988,Sandro Cuomo,ITA,Stefano Pantano,ITA,10,5,
1988,Sandro Cuomo,ITA,Torsten Kühnemund,GDR,10,5,
1988,Michel Poffet,SUI,Jean-Michel Henry,FRA,10,4,
1988,Alexander Pusch,FRG,Michel Poffet,SUI,10,4,
1988,Stéphane Ganeff,NED,Mikhail Tishko,URS,10,4,
1988,Jean-Michel Henry,FRA,Péter Vánky,SWE,10,4,
1988,Stefano Pantano,ITA,Du Zhencheng,CHN,10,4,
1988,Stéphane Ganeff,NED,Lee Sang-Gi,KOR,10,4,
1988,Sandro Cuomo,ITA,Alexander Pusch,FRG,10,4,
1988,Philippe Riboud,FRA,Sandro Cuomo,ITA,10,4,
1988,Torsten Kühnemund,GDR,Johannes Nagele,AUT,10,3,
1988,Philippe Riboud,FRA,Michel Dessureault,CAN,10,3,
