Year,Player1,Country1,Player2,Country2,Score1,Score2,
1932,Aage Leidersdorff,DEN,Eduardo Prieto Souza,MEX,3,3,
1932,Bernard Schmetz,FRA,André Poplimont,BEL,3,3,
1932,Raúl Saucedo,ARG,George Calnan,USA,3,3,
1932,George Calnan,USA,Pat Farrell,CAN,3,3,
1932,Giancarlo Cornaggia-Medici,ITA,Stig Lindström,SWE,3,3,
1932,Saverio Ragno,ITA,Raúl Saucedo,ARG,3,3,
1932,Doris de Jong,NED,Tibor Benkő,HUN,3,3,
1932,George Calnan,USA,Paul de Graffenried,SUI,3,3,
1932,Giancarlo Cornaggia-Medici,ITA,Carlo Agostoni,ITA,3,3,
1932,Giancarlo Cornaggia-Medici,ITA,Raúl Saucedo,ARG,3,3,
1932,Saverio Ragno,ITA,Xavier De Beukelaer,BEL,3,2,
1932,Saverio Ragno,ITA,Sven Thofelt,SWE,3,2,
1932,Saverio Ragno,ITA,Doris de Jong,NED,3,2,
1932,Saverio Ragno,ITA,Bertram Markus,CAN,3,2,
1932,Géo Buchard,FRA,Sven Thofelt,SWE,3,2,
1932,Géo Buchard,FRA,Aage Leidersdorff,DEN,3,2,
1932,Xavier De Beukelaer,BEL,Géo Buchard,FRA,3,2,
1932,Xavier De Beukelaer,BEL,Eduardo Prieto Souza,MEX,3,2,
1932,Sven Thofelt,SWE,Eduardo Prieto Souza,MEX,3,2,
1932,Aage Leidersdorff,DEN,Doris de Jong,NED,3,2,
1932,Aage Leidersdorff,DEN,Harold Corbin,USA,3,2,
1932,Eduardo Prieto Souza,MEX,Doris de Jong,NED,3,2,
1932,Eduardo Prieto Souza,MEX,Harold Corbin,USA,3,2,
1932,Bertram Markus,CAN,Aage Leidersdorff,DEN,3,2,
1932,Harold Corbin,USA,Doris de Jong,NED,3,2,
1932,Carlo Agostoni,ITA,George Calnan,USA,3,2,
1932,Bernard Schmetz,FRA,Bo Lindman,SWE,3,2,
1932,Raúl Saucedo,ARG,Bo Lindman,SWE,3,2,
1932,Raúl Saucedo,ARG,Gerónimo Delgadillo,MEX,3,2,
1932,André Poplimont,BEL,Paul de Graffenried,SUI,3,2,
1932,André Poplimont,BEL,Bo Lindman,SWE,3,2,
1932,André Poplimont,BEL,Erik Kofoed-Hansen,DEN,3,2,
1932,George Calnan,USA,Bo Lindman,SWE,3,2,
1932,George Calnan,USA,Erik Kofoed-Hansen,DEN,3,2,
1932,Paul de Graffenried,SUI,Bo Lindman,SWE,3,2,
1932,Paul de Graffenried,SUI,Erik Kofoed-Hansen,DEN,3,2,
1932,Pat Farrell,CAN,Gerónimo Delgadillo,MEX,3,2,
1932,Gerónimo Delgadillo,MEX,Imre Petneházy,HUN,3,2,
1932,Max Janlet,BEL,Tibor Benkő,HUN,3,2,
1932,Philippe Cattiau,FRA,Giancarlo Cornaggia-Medici,ITA,3,2,
1932,Philippe Cattiau,FRA,Gustave Heiss,USA,3,2,
1932,Philippe Cattiau,FRA,Ernest Dalton,CAN,3,2,
1932,Tibor Benkő,HUN,Stig Lindström,SWE,3,2,
1932,Stig Lindström,SWE,Max Janlet,BEL,3,2,
1932,Stig Lindström,SWE,Eduardo Prieto Souza,MEX,3,2,
1932,Eduardo Prieto Souza,MEX,Philippe Cattiau,FRA,3,2,
1932,Ernest Dalton,CAN,Stig Lindström,SWE,3,2,
1932,Saverio Ragno,ITA,Sven Thofelt,SWE,3,2,
1932,Saverio Ragno,ITA,Eduardo Prieto Souza,MEX,3,2,
1932,Géo Buchard,FRA,Xavier De Beukelaer,BEL,3,2,
1932,Géo Buchard,FRA,Tibor Benkő,HUN,3,2,
1932,Sven Thofelt,SWE,Raúl Saucedo,ARG,3,2,
1932,Xavier De Beukelaer,BEL,Sven Thofelt,SWE,3,2,
1932,Xavier De Beukelaer,BEL,Raúl Saucedo,ARG,3,2,
1932,Xavier De Beukelaer,BEL,Gustave Heiss,USA,3,2,
1932,Philippe Cattiau,FRA,Gustave Heiss,USA,3,2,
1932,Philippe Cattiau,FRA,Eduardo Prieto Souza,MEX,3,2,
1932,Philippe Cattiau,FRA,Doris de Jong,NED,3,2,
1932,Raúl Saucedo,ARG,Eduardo Prieto Souza,MEX,3,2,
1932,Gustave Heiss,USA,Saverio Ragno,ITA,3,2,
1932,Eduardo Prieto Souza,MEX,Géo Buchard,FRA,3,2,
1932,Eduardo Prieto Souza,MEX,Doris de Jong,NED,3,2,
1932,Doris de Jong,NED,Gustave Heiss,USA,3,2,
1932,Tibor Benkő,HUN,Eduardo Prieto Souza,MEX,3,2,
1932,Bernard Schmetz,FRA,George Calnan,USA,3,2,
1932,Bernard Schmetz,FRA,Aage Leidersdorff,DEN,3,2,
1932,Giancarlo Cornaggia-Medici,ITA,Carlo Agostoni,ITA,3,2,
1932,Giancarlo Cornaggia-Medici,ITA,Stig Lindström,SWE,3,2,
1932,Giancarlo Cornaggia-Medici,ITA,Aage Leidersdorff,DEN,3,2,
1932,George Calnan,USA,Giancarlo Cornaggia-Medici,ITA,3,2,
1932,George Calnan,USA,Stig Lindström,SWE,3,2,
1932,Paul de Graffenried,SUI,Stig Lindström,SWE,3,2,
1932,Paul de Graffenried,SUI,Max Janlet,BEL,3,2,
1932,Paul de Graffenried,SUI,Bo Lindman,SWE,3,2,
1932,Stig Lindström,SWE,Bo Lindman,SWE,3,2,
1932,Max Janlet,BEL,George Calnan,USA,3,2,
1932,Max Janlet,BEL,André Poplimont,BEL,3,2,
1932,André Poplimont,BEL,Carlo Agostoni,ITA,3,2,
1932,Bo Lindman,SWE,George Calnan,USA,3,2,
1932,Giancarlo Cornaggia-Medici,ITA,Saverio Ragno,ITA,3,2,
1932,Giancarlo Cornaggia-Medici,ITA,Sven Thofelt,SWE,3,2,
1932,Géo Buchard,FRA,Saverio Ragno,ITA,3,2,
1932,Géo Buchard,FRA,Sven Thofelt,SWE,3,2,
1932,Carlo Agostoni,ITA,Géo Buchard,FRA,3,2,
1932,Saverio Ragno,ITA,Carlo Agostoni,ITA,3,2,
1932,Saverio Ragno,ITA,Philippe Cattiau,FRA,3,2,
1932,Saverio Ragno,ITA,Paul de Graffenried,SUI,3,2,
1932,Bernard Schmetz,FRA,Xavier De Beukelaer,BEL,3,2,
1932,Bernard Schmetz,FRA,Sven Thofelt,SWE,3,2,
1932,Bernard Schmetz,FRA,Paul de Graffenried,SUI,3,2,
1932,Bernard Schmetz,FRA,Stig Lindström,SWE,3,2,
1932,Philippe Cattiau,FRA,Carlo Agostoni,ITA,3,2,
1932,Philippe Cattiau,FRA,Xavier De Beukelaer,BEL,3,2,
1932,George Calnan,USA,Saverio Ragno,ITA,3,2,
1932,George Calnan,USA,Sven Thofelt,SWE,3,2,
1932,Xavier De Beukelaer,BEL,Carlo Agostoni,ITA,3,2,
1932,Sven Thofelt,SWE,Raúl Saucedo,ARG,3,2,
1932,Sven Thofelt,SWE,Stig Lindström,SWE,3,2,
1932,Raúl Saucedo,ARG,Bernard Schmetz,FRA,3,2,
1932,Raúl Saucedo,ARG,Paul de Graffenried,SUI,3,2,
1932,Saverio Ragno,ITA,Géo Buchard,FRA,3,1,
1932,Saverio Ragno,ITA,Aage Leidersdorff,DEN,3,1,
1932,Géo Buchard,FRA,Eduardo Prieto Souza,MEX,3,1,
1932,Géo Buchard,FRA,Doris de Jong,NED,3,1,
1932,Géo Buchard,FRA,Harold Corbin,USA,3,1,
1932,Xavier De Beukelaer,BEL,Aage Leidersdorff,DEN,3,1,
1932,Sven Thofelt,SWE,Harold Corbin,USA,3,1,
1932,Aage Leidersdorff,DEN,Sven Thofelt,SWE,3,1,
1932,Eduardo Prieto Souza,MEX,Bertram Markus,CAN,3,1,
1932,Doris de Jong,NED,Xavier De Beukelaer,BEL,3,1,
1932,Doris de Jong,NED,Bertram Markus,CAN,3,1,
1932,Bertram Markus,CAN,Harold Corbin,USA,3,1,
1932,Harold Corbin,USA,Xavier De Beukelaer,BEL,3,1,
1932,Carlo Agostoni,ITA,André Poplimont,BEL,3,1,
1932,Carlo Agostoni,ITA,Paul de Graffenried,SUI,3,1,
1932,Carlo Agostoni,ITA,Bo Lindman,SWE,3,1,
1932,Carlo Agostoni,ITA,Gerónimo Delgadillo,MEX,3,1,
1932,Bernard Schmetz,FRA,George Calnan,USA,3,1,
1932,Bernard Schmetz,FRA,Paul de Graffenried,SUI,3,1,
1932,Bernard Schmetz,FRA,Gerónimo Delgadillo,MEX,3,1,
1932,Raúl Saucedo,ARG,Pat Farrell,CAN,3,1,
1932,André Poplimont,BEL,Raúl Saucedo,ARG,3,1,
1932,André Poplimont,BEL,Pat Farrell,CAN,3,1,
1932,André Poplimont,BEL,Gerónimo Delgadillo,MEX,3,1,
1932,George Calnan,USA,Gerónimo Delgadillo,MEX,3,1,
1932,Paul de Graffenried,SUI,Gerónimo Delgadillo,MEX,3,1,
1932,Paul de Graffenried,SUI,Imre Petneházy,HUN,3,1,
1932,Bo Lindman,SWE,Erik Kofoed-Hansen,DEN,3,1,
1932,Erik Kofoed-Hansen,DEN,Gerónimo Delgadillo,MEX,3,1,
1932,Gerónimo Delgadillo,MEX,Bo Lindman,SWE,3,1,
1932,Max Janlet,BEL,Giancarlo Cornaggia-Medici,ITA,3,1,
1932,Philippe Cattiau,FRA,Max Janlet,BEL,3,1,
1932,Philippe Cattiau,FRA,Stig Lindström,SWE,3,1,
1932,Giancarlo Cornaggia-Medici,ITA,Gustave Heiss,USA,3,1,
1932,Giancarlo Cornaggia-Medici,ITA,Eduardo Prieto Souza,MEX,3,1,
1932,Giancarlo Cornaggia-Medici,ITA,Ernest Dalton,CAN,3,1,
1932,Gustave Heiss,USA,Eduardo Prieto Souza,MEX,3,1,
1932,Gustave Heiss,USA,Ernest Dalton,CAN,3,1,
1932,Tibor Benkő,HUN,Philippe Cattiau,FRA,3,1,
1932,Tibor Benkő,HUN,Eduardo Prieto Souza,MEX,3,1,
1932,Eduardo Prieto Souza,MEX,Ernest Dalton,CAN,3,1,
1932,Ernest Dalton,CAN,Tibor Benkő,HUN,3,1,
1932,Saverio Ragno,ITA,Philippe Cattiau,FRA,3,1,
1932,Saverio Ragno,ITA,Doris de Jong,NED,3,1,
1932,Saverio Ragno,ITA,Tibor Benkő,HUN,3,1,
1932,Géo Buchard,FRA,Philippe Cattiau,FRA,3,1,
1932,Géo Buchard,FRA,Raúl Saucedo,ARG,3,1,
1932,Géo Buchard,FRA,Gustave Heiss,USA,3,1,
1932,Sven Thofelt,SWE,Philippe Cattiau,FRA,3,1,
1932,Xavier De Beukelaer,BEL,Saverio Ragno,ITA,3,1,
1932,Xavier De Beukelaer,BEL,Tibor Benkő,HUN,3,1,
1932,Philippe Cattiau,FRA,Xavier De Beukelaer,BEL,3,1,
1932,Philippe Cattiau,FRA,Tibor Benkő,HUN,3,1,
1932,Raúl Saucedo,ARG,Gustave Heiss,USA,3,1,
1932,Raúl Saucedo,ARG,Doris de Jong,NED,3,1,
1932,Raúl Saucedo,ARG,Tibor Benkő,HUN,3,1,
1932,Gustave Heiss,USA,Sven Thofelt,SWE,3,1,
1932,Gustave Heiss,USA,Eduardo Prieto Souza,MEX,3,1,
1932,Bernard Schmetz,FRA,Giancarlo Cornaggia-Medici,ITA,3,1,
1932,Bernard Schmetz,FRA,André Poplimont,BEL,3,1,
1932,Bernard Schmetz,FRA,Bo Lindman,SWE,3,1,
1932,Giancarlo Cornaggia-Medici,ITA,Paul de Graffenried,SUI,3,1,
1932,George Calnan,USA,Carlo Agostoni,ITA,3,1,
1932,Paul de Graffenried,SUI,Aage Leidersdorff,DEN,3,1,
1932,Carlo Agostoni,ITA,Stig Lindström,SWE,3,1,
1932,Carlo Agostoni,ITA,Bo Lindman,SWE,3,1,
1932,Stig Lindström,SWE,Bernard Schmetz,FRA,3,1,
1932,Stig Lindström,SWE,Max Janlet,BEL,3,1,
1932,Stig Lindström,SWE,Aage Leidersdorff,DEN,3,1,
1932,Max Janlet,BEL,Giancarlo Cornaggia-Medici,ITA,3,1,
1932,Max Janlet,BEL,Bo Lindman,SWE,3,1,
1932,Max Janlet,BEL,Aage Leidersdorff,DEN,3,1,
1932,André Poplimont,BEL,Paul de Graffenried,SUI,3,1,
1932,Bo Lindman,SWE,André Poplimont,BEL,3,1,
1932,Aage Leidersdorff,DEN,Bo Lindman,SWE,3,1,
1932,Giancarlo Cornaggia-Medici,ITA,Géo Buchard,FRA,3,1,
1932,Giancarlo Cornaggia-Medici,ITA,Bernard Schmetz,FRA,3,1,
1932,Giancarlo Cornaggia-Medici,ITA,Philippe Cattiau,FRA,3,1,
1932,Giancarlo Cornaggia-Medici,ITA,George Calnan,USA,3,1,
1932,Giancarlo Cornaggia-Medici,ITA,Paul de Graffenried,SUI,3,1,
1932,Géo Buchard,FRA,George Calnan,USA,3,1,
1932,Géo Buchard,FRA,Raúl Saucedo,ARG,3,1,
1932,Géo Buchard,FRA,Paul de Graffenried,SUI,3,1,
1932,Géo Buchard,FRA,Stig Lindström,SWE,3,1,
1932,Carlo Agostoni,ITA,Bernard Schmetz,FRA,3,1,
1932,Carlo Agostoni,ITA,Sven Thofelt,SWE,3,1,
1932,Carlo Agostoni,ITA,Stig Lindström,SWE,3,1,
1932,Saverio Ragno,ITA,Bernard Schmetz,FRA,3,1,
1932,Saverio Ragno,ITA,Stig Lindström,SWE,3,1,
1932,Bernard Schmetz,FRA,Philippe Cattiau,FRA,3,1,
1932,Bernard Schmetz,FRA,George Calnan,USA,3,1,
1932,Philippe Cattiau,FRA,George Calnan,USA,3,1,
1932,Philippe Cattiau,FRA,Raúl Saucedo,ARG,3,1,
1932,Philippe Cattiau,FRA,Paul de Graffenried,SUI,3,1,
1932,George Calnan,USA,Xavier De Beukelaer,BEL,3,1,
1932,George Calnan,USA,Raúl Saucedo,ARG,3,1,
1932,George Calnan,USA,Paul de Graffenried,SUI,3,1,
1932,Xavier De Beukelaer,BEL,Raúl Saucedo,ARG,3,1,
1932,Xavier De Beukelaer,BEL,Stig Lindström,SWE,3,1,
1932,Sven Thofelt,SWE,Xavier De Beukelaer,BEL,3,1,
1932,Sven Thofelt,SWE,Paul de Graffenried,SUI,3,1,
1932,Paul de Graffenried,SUI,Xavier De Beukelaer,BEL,3,1,
1932,Paul de Graffenried,SUI,Stig Lindström,SWE,3,1,
1932,Stig Lindström,SWE,Giancarlo Cornaggia-Medici,ITA,3,1,
1932,Stig Lindström,SWE,Philippe Cattiau,FRA,3,1,
1932,Saverio Ragno,ITA,Eduardo Prieto Souza,MEX,3,0,
1932,Saverio Ragno,ITA,Harold Corbin,USA,3,0,
1932,Géo Buchard,FRA,Bertram Markus,CAN,3,0,
1932,Xavier De Beukelaer,BEL,Sven Thofelt,SWE,3,0,
1932,Xavier De Beukelaer,BEL,Bertram Markus,CAN,3,0,
1932,Sven Thofelt,SWE,Doris de Jong,NED,3,0,
1932,Sven Thofelt,SWE,Bertram Markus,CAN,3,0,
1932,Carlo Agostoni,ITA,Pat Farrell,CAN,3,0,
1932,Carlo Agostoni,ITA,Erik Kofoed-Hansen,DEN,3,0,
1932,Carlo Agostoni,ITA,Imre Petneházy,HUN,3,0,
1932,Bernard Schmetz,FRA,Pat Farrell,CAN,3,0,
1932,Bernard Schmetz,FRA,Erik Kofoed-Hansen,DEN,3,0,
1932,Bernard Schmetz,FRA,Imre Petneházy,HUN,3,0,
1932,Raúl Saucedo,ARG,Bernard Schmetz,FRA,3,0,
1932,Raúl Saucedo,ARG,Erik Kofoed-Hansen,DEN,3,0,
1932,Raúl Saucedo,ARG,Imre Petneházy,HUN,3,0,
1932,George Calnan,USA,Paul de Graffenried,SUI,3,0,
1932,George Calnan,USA,Imre Petneházy,HUN,3,0,
1932,Pat Farrell,CAN,Paul de Graffenried,SUI,3,0,
1932,Pat Farrell,CAN,Imre Petneházy,HUN,3,0,
1932,Bo Lindman,SWE,Pat Farrell,CAN,3,0,
1932,Bo Lindman,SWE,Imre Petneházy,HUN,3,0,
1932,Erik Kofoed-Hansen,DEN,Pat Farrell,CAN,3,0,
1932,Erik Kofoed-Hansen,DEN,Imre Petneházy,HUN,3,0,
1932,Max Janlet,BEL,Gustave Heiss,USA,3,0,
1932,Max Janlet,BEL,Eduardo Prieto Souza,MEX,3,0,
1932,Max Janlet,BEL,Ernest Dalton,CAN,3,0,
1932,Giancarlo Cornaggia-Medici,ITA,Tibor Benkő,HUN,3,0,
1932,Gustave Heiss,USA,Tibor Benkő,HUN,3,0,
1932,Gustave Heiss,USA,Stig Lindström,SWE,3,0,
1932,Saverio Ragno,ITA,Géo Buchard,FRA,3,0,
1932,Géo Buchard,FRA,Doris de Jong,NED,3,0,
1932,Sven Thofelt,SWE,Géo Buchard,FRA,3,0,
1932,Sven Thofelt,SWE,Doris de Jong,NED,3,0,
1932,Sven Thofelt,SWE,Tibor Benkő,HUN,3,0,
1932,Xavier De Beukelaer,BEL,Eduardo Prieto Souza,MEX,3,0,
1932,Gustave Heiss,USA,Tibor Benkő,HUN,3,0,
1932,Bernard Schmetz,FRA,Carlo Agostoni,ITA,3,0,
1932,Bernard Schmetz,FRA,Max Janlet,BEL,3,0,
1932,Giancarlo Cornaggia-Medici,ITA,André Poplimont,BEL,3,0,
1932,George Calnan,USA,André Poplimont,BEL,3,0,
1932,George Calnan,USA,Aage Leidersdorff,DEN,3,0,
1932,Paul de Graffenried,SUI,Bernard Schmetz,FRA,3,0,
1932,Carlo Agostoni,ITA,Paul de Graffenried,SUI,3,0,
1932,Carlo Agostoni,ITA,Max Janlet,BEL,3,0,
1932,Carlo Agostoni,ITA,Aage Leidersdorff,DEN,3,0,
1932,Stig Lindström,SWE,André Poplimont,BEL,3,0,
1932,André Poplimont,BEL,Aage Leidersdorff,DEN,3,0,
1932,Giancarlo Cornaggia-Medici,ITA,Xavier De Beukelaer,BEL,3,0,
1932,Géo Buchard,FRA,Philippe Cattiau,FRA,3,0,
1932,Géo Buchard,FRA,Xavier De Beukelaer,BEL,3,0,
1932,Carlo Agostoni,ITA,George Calnan,USA,3,0,
1932,Carlo Agostoni,ITA,Raúl Saucedo,ARG,3,0,
1932,Carlo Agostoni,ITA,Paul de Graffenried,SUI,3,0,
1932,Saverio Ragno,ITA,Sven Thofelt,SWE,3,0,
1932,Saverio Ragno,ITA,Raúl Saucedo,ARG,3,0,
1932,Bernard Schmetz,FRA,Géo Buchard,FRA,3,0,
1932,Philippe Cattiau,FRA,Sven Thofelt,SWE,3,0,
1932,George Calnan,USA,Stig Lindström,SWE,3,0,
1932,Xavier De Beukelaer,BEL,Saverio Ragno,ITA,3,0,
1932,Raúl Saucedo,ARG,Stig Lindström,SWE,3,0,
1936,Otto Schröder,GER,Bertrand Boissonnault,CAN,3,3,
1936,Preben Christiansen,DEN,Pál Dunay,HUN,3,3,
1936,Antoni Franz,POL,Robert Bergmann,TCH,3,3,
1936,Paulo Leal,POR,Roman Fischer,AUT,3,3,
1936,Antonio Haro,MEX,George Tully,CAN,3,3,
1936,Willem Driebergen,NED,Giancarlo Cornaggia-Medici,ITA,3,3,
1936,Erik Hammer Sørensen,DEN,Ernst Röthig,GER,3,3,
1936,Ernst Röthig,GER,Krešo Tretinjak,YUG,3,3,
1936,Charles Debeur,BEL,Pál Dunay,HUN,3,3,
1936,Egill Knutzen,NOR,Cornelis Weber,NED,3,3,
1936,Cornelis Weber,NED,Pál Dunay,HUN,3,3,
1936,Pál Dunay,HUN,Aage Leidersdorff,DEN,3,3,
1936,Hans Drakenberg,SWE,François Duret,SUI,3,3,
1936,Ioan Miclescu-Prăjescu,ROU,Frederick Weber,USA,3,3,
1936,Ioan Miclescu-Prăjescu,ROU,Thorstein Guthe,NOR,3,3,
1936,François Duret,SUI,Frederick Weber,USA,3,3,
1936,Béla Bay,HUN,Khristos Zalokostas,GRE,3,3,
1936,Frédéric Fitting,SUI,Marcel Boulad,EGY,3,3,
1936,Khristos Zalokostas,GRE,Antonio Villamil,ARG,3,3,
1936,Antonio Haro,MEX,Paulo Leal,POR,3,3,
1936,Raymond Stasse,BEL,Siegfried Lerdon,GER,3,3,
1936,Franco Riccardi,ITA,Hans Drakenberg,SWE,3,3,
1936,Hans Drakenberg,SWE,Siegfried Lerdon,GER,3,3,
1936,Franco Riccardi,ITA,Charles Debeur,BEL,3,3,
1936,Franco Riccardi,ITA,Raymond Stasse,BEL,3,3,
1936,Franco Riccardi,ITA,Ian Campbell-Gray,GBR,3,3,
1936,Hans Drakenberg,SWE,Raymond Stasse,BEL,3,3,
1936,Hans Drakenberg,SWE,Ian Campbell-Gray,GBR,3,3,
1936,Béla Bay,HUN,Khristos Zalokostas,GRE,3,3,
1936,Nicolae Marinescu,ROU,Antonio Villamil,ARG,3,2,
1936,Nicolae Marinescu,ROU,Roman Kantor,POL,3,2,
1936,Nicolae Marinescu,ROU,Otto Schröder,GER,3,2,
1936,Hans Drakenberg,SWE,Nicolae Marinescu,ROU,3,2,
1936,Hans Drakenberg,SWE,Béla Bay,HUN,3,2,
1936,Hans Drakenberg,SWE,Roman Kantor,POL,3,2,
1936,Hans Drakenberg,SWE,Nicolaas van Hoorn,NED,3,2,
1936,Antonio Villamil,ARG,Béla Bay,HUN,3,2,
1936,Antonio Villamil,ARG,Roman Kantor,POL,3,2,
1936,Antonio Villamil,ARG,Otto Schröder,GER,3,2,
1936,Béla Bay,HUN,Mahmoud Abdin,EGY,3,2,
1936,Béla Bay,HUN,Nicolaas van Hoorn,NED,3,2,
1936,Béla Bay,HUN,Charles de Beaumont,GBR,3,2,
1936,Roman Kantor,POL,Béla Bay,HUN,3,2,
1936,Roman Kantor,POL,Nicolaas van Hoorn,NED,3,2,
1936,Roman Kantor,POL,Charles de Beaumont,GBR,3,2,
1936,Roman Kantor,POL,Otto Schröder,GER,3,2,
1936,Roman Kantor,POL,Bertrand Boissonnault,CAN,3,2,
1936,Mahmoud Abdin,EGY,Hans Drakenberg,SWE,3,2,
1936,Mahmoud Abdin,EGY,Roman Kantor,POL,3,2,
1936,Mahmoud Abdin,EGY,Otto Schröder,GER,3,2,
1936,Nicolaas van Hoorn,NED,Mahmoud Abdin,EGY,3,2,
1936,Charles de Beaumont,GBR,Mahmoud Abdin,EGY,3,2,
1936,Otto Schröder,GER,Nicolaas van Hoorn,NED,3,2,
1936,Bertrand Boissonnault,CAN,Nicolaas van Hoorn,NED,3,2,
1936,Henrique de Aguiar Valim,BRA,Antoni Franz,POL,3,2,
1936,Preben Christiansen,DEN,Khristos Zalokostas,GRE,3,2,
1936,Preben Christiansen,DEN,Robert Bergmann,TCH,3,2,
1936,Gustaf Dyrssen,SWE,Karl Hanisch,AUT,3,2,
1936,Pál Dunay,HUN,Gustaf Dyrssen,SWE,3,2,
1936,Pál Dunay,HUN,Antoni Franz,POL,3,2,
1936,Antoni Franz,POL,Khristos Zalokostas,GRE,3,2,
1936,Antoni Franz,POL,Karl Hanisch,AUT,3,2,
1936,Robert Bergmann,TCH,Karl Hanisch,AUT,3,2,
1936,Hans Granfelt,SWE,Gustave Heiss,USA,3,2,
1936,Hans Granfelt,SWE,Henri Dulieux,FRA,3,2,
1936,"Hervé, Count du Monceau de Bergendael",BEL,François Duret,SUI,3,2,
1936,"Hervé, Count du Monceau de Bergendael",BEL,Henri Dulieux,FRA,3,2,
1936,"Hervé, Count du Monceau de Bergendael",BEL,Douglas Dexter,GBR,3,2,
1936,François Duret,SUI,Hans Granfelt,SWE,3,2,
1936,Egill Knutzen,NOR,Hans Granfelt,SWE,3,2,
1936,Egill Knutzen,NOR,Douglas Dexter,GBR,3,2,
1936,Marcel Boulad,EGY,Henri Dulieux,FRA,3,2,
1936,Gustave Heiss,USA,"Hervé, Count du Monceau de Bergendael",BEL,3,2,
1936,Gustave Heiss,USA,František Vohryzek,TCH,3,2,
1936,Henri Dulieux,FRA,Douglas Dexter,GBR,3,2,
1936,František Vohryzek,TCH,Egill Knutzen,NOR,3,2,
1936,František Vohryzek,TCH,Henri Dulieux,FRA,3,2,
1936,Raymond Stasse,BEL,Roman Fischer,AUT,3,2,
1936,Paulo Leal,POR,Denis Dolecsko,ROU,3,2,
1936,Ian Campbell-Gray,GBR,Josef Kunt,TCH,3,2,
1936,Ian Campbell-Gray,GBR,Roman Fischer,AUT,3,2,
1936,Saverio Ragno,ITA,Josef Kunt,TCH,3,2,
1936,Saverio Ragno,ITA,Roman Fischer,AUT,3,2,
1936,Rezső Bartha,HUN,Ian Campbell-Gray,GBR,3,2,
1936,Rezső Bartha,HUN,Saverio Ragno,ITA,3,2,
1936,Rezső Bartha,HUN,Ernest Dalton,CAN,3,2,
1936,Josef Kunt,TCH,Rezső Bartha,HUN,3,2,
1936,Josef Kunt,TCH,Ernest Dalton,CAN,3,2,
1936,Franco Riccardi,ITA,Cornelis Weber,NED,3,2,
1936,Franco Riccardi,ITA,Ioan Miclescu-Prăjescu,ROU,3,2,
1936,Siegfried Lerdon,GER,Ioan Miclescu-Prăjescu,ROU,3,2,
1936,Aage Leidersdorff,DEN,Cornelis Weber,NED,3,2,
1936,Ioan Miclescu-Prăjescu,ROU,Ricardo Romero,CHI,3,2,
1936,Ricardo Romero,CHI,Vladimir Mažuranić,YUG,3,2,
1936,Charles Debeur,BEL,Antonio Haro,MEX,3,2,
1936,Charles Debeur,BEL,George Tully,CAN,3,2,
1936,Charles Debeur,BEL,Dimitar Vasilev,BUL,3,2,
1936,Gustavo Carinhas,POR,Frank Righeimer,USA,3,2,
1936,Tomás Barraza,CHI,Charles Debeur,BEL,3,2,
1936,Tomás Barraza,CHI,George Tully,CAN,3,2,
1936,Tomás Barraza,CHI,Frank Righeimer,USA,3,2,
1936,Frédéric Fitting,SUI,Giancarlo Cornaggia-Medici,ITA,3,2,
1936,Frédéric Fitting,SUI,Mauris Shamil,EGY,3,2,
1936,Willem Driebergen,NED,Ennio de Oliveira,BRA,3,2,
1936,Willem Driebergen,NED,Mauris Shamil,EGY,3,2,
1936,Giancarlo Cornaggia-Medici,ITA,Thorstein Guthe,NOR,3,2,
1936,Giancarlo Cornaggia-Medici,ITA,Rudolf Weber,AUT,3,2,
1936,Henrique da Silveira,POR,Willem Driebergen,NED,3,2,
1936,Henrique da Silveira,POR,Giancarlo Cornaggia-Medici,ITA,3,2,
1936,Thorstein Guthe,NOR,Henrique da Silveira,POR,3,2,
1936,Thorstein Guthe,NOR,Ennio de Oliveira,BRA,3,2,
1936,Thorstein Guthe,NOR,Rudolf Weber,AUT,3,2,
1936,José Martínez,MEX,Frédéric Fitting,SUI,3,2,
1936,José Martínez,MEX,Henrique da Silveira,POR,3,2,
1936,José Martínez,MEX,Thorstein Guthe,NOR,3,2,
1936,José Martínez,MEX,Ennio de Oliveira,BRA,3,2,
1936,Rudolf Weber,AUT,José Martínez,MEX,3,2,
1936,Frederick Weber,USA,Jean Hauert,SUI,3,2,
1936,Frederick Weber,USA,Raúl Saucedo,ARG,3,2,
1936,Frederick Weber,USA,Ernst Röthig,GER,3,2,
1936,Michel Pécheux,FRA,Ernst Röthig,GER,3,2,
1936,Michel Pécheux,FRA,Krešo Tretinjak,YUG,3,2,
1936,Jean Hauert,SUI,Erik Hammer Sørensen,DEN,3,2,
1936,Erik Hammer Sørensen,DEN,Raúl Saucedo,ARG,3,2,
1936,Erik Hammer Sørensen,DEN,Konstantinos Bembis,GRE,3,2,
1936,Erik Hammer Sørensen,DEN,Krešo Tretinjak,YUG,3,2,
1936,Ernst Röthig,GER,Raúl Saucedo,ARG,3,2,
1936,Konstantinos Bembis,GRE,Krešo Tretinjak,YUG,3,2,
1936,Michel Pécheux,FRA,Jean Hauert,SUI,3,2,
1936,Michel Pécheux,FRA,Egill Knutzen,NOR,3,2,
1936,Michel Pécheux,FRA,George Tully,CAN,3,2,
1936,Michel Pécheux,FRA,Aage Leidersdorff,DEN,3,2,
