,Year,Player1,Country1,Player2,Country2,Score1,Score2
0,2021.0,PATRU Morgane,FRA,BIMOVA Andrea,CZE,5.0,1.0
1,2021.0,PATRU Morgane,FRA,BUDENKO Kateryna,UKR,5.0,2.0
2,2021.0,PATRU Morgane,FRA,ELZOHEIRY Mariam,EGY,5.0,2.0
3,2021.0,PATRU Morgane,FRA,WEINTRAUB Maia Mei,USA,5.0,4.0
4,2021.0,PATRU Morgane,FRA,PALUMBO Francesca,ITA,4.0,5.0
5,2021.0,PATRU Morgane,FRA,LOFMARK Linn,SWE,5.0,1.0
6,2021.0,BIMOVA Andrea,CZE,BUDENKO Kateryna,UKR,0.0,5.0
7,2021.0,BIMOVA Andrea,CZE,ELZOHEIRY Mariam,EGY,5.0,0.0
8,2021.0,BIMOVA Andrea,CZE,WEINTRAUB Maia Mei,USA,1.0,5.0
9,2021.0,BIMOVA Andrea,CZE,PALUMBO Francesca,ITA,1.0,5.0
10,2021.0,BIMOVA Andrea,CZE,LOFMARK Linn,SWE,2.0,5.0
11,2021.0,BUDENKO Kateryna,UKR,ELZOHEIRY Mariam,EGY,5.0,2.0
12,2021.0,BUDENKO Kateryna,UKR,WEINTRAUB Maia Mei,USA,1.0,5.0
13,2021.0,BUDENKO Kateryna,UKR,PALUMBO Francesca,ITA,2.0,5.0
14,2021.0,BUDENKO Kateryna,UKR,LOFMARK Linn,SWE,5.0,3.0
15,2021.0,ELZOHEIRY Mariam,EGY,WEINTRAUB Maia Mei,USA,0.0,5.0
16,2021.0,ELZOHEIRY Mariam,EGY,PALUMBO Francesca,ITA,0.0,5.0
17,2021.0,ELZOHEIRY Mariam,EGY,LOFMARK Linn,SWE,1.0,5.0
18,2021.0,WEINTRAUB Maia Mei,USA,PALUMBO Francesca,ITA,5.0,3.0
19,2021.0,WEINTRAUB Maia Mei,USA,LOFMARK Linn,SWE,5.0,1.0
20,2021.0,PALUMBO Francesca,ITA,LOFMARK Linn,SWE,3.0,5.0
21,2021.0,CHO Sabrina,USA,NEMCOVA Stepanka,CZE,4.0,5.0
22,2021.0,CHO Sabrina,USA,CHEN Qingyuan,CHN,2.0,5.0
23,2021.0,CHO Sabrina,USA,HONG Hyo Jin,KOR,5.0,3.0
24,2021.0,CHO Sabrina,USA,FLORES Alejandra,CHI,5.0,1.0
25,2021.0,CHO Sabrina,USA,JELINSKA Martyna,POL,5.0,2.0
26,2021.0,CHO Sabrina,USA,BROT Coralie,FRA,0.0,5.0
27,2021.0,NEMCOVA Stepanka,CZE,CHEN Qingyuan,CHN,1.0,5.0
28,2021.0,NEMCOVA Stepanka,CZE,HONG Hyo Jin,KOR,0.0,5.0
29,2021.0,NEMCOVA Stepanka,CZE,FLORES Alejandra,CHI,4.0,5.0
30,2021.0,NEMCOVA Stepanka,CZE,JELINSKA Martyna,POL,1.0,5.0
31,2021.0,NEMCOVA Stepanka,CZE,BROT Coralie,FRA,0.0,5.0
32,2021.0,CHEN Qingyuan,CHN,HONG Hyo Jin,KOR,5.0,3.0
33,2021.0,CHEN Qingyuan,CHN,FLORES Alejandra,CHI,5.0,0.0
34,2021.0,CHEN Qingyuan,CHN,JELINSKA Martyna,POL,3.0,5.0
35,2021.0,CHEN Qingyuan,CHN,BROT Coralie,FRA,5.0,1.0
36,2021.0,HONG Hyo Jin,KOR,FLORES Alejandra,CHI,5.0,0.0
37,2021.0,HONG Hyo Jin,KOR,JELINSKA Martyna,POL,5.0,2.0
38,2021.0,HONG Hyo Jin,KOR,BROT Coralie,FRA,2.0,5.0
39,2021.0,FLORES Alejandra,CHI,JELINSKA Martyna,POL,4.0,5.0
40,2021.0,FLORES Alejandra,CHI,BROT Coralie,FRA,4.0,5.0
41,2021.0,JELINSKA Martyna,POL,BROT Coralie,FRA,1.0,5.0
42,2021.0,CALUGAREANU Malina,ROU,YUSOVA Victoria,RUS,0.0,0.0
43,2021.0,CALUGAREANU Malina,ROU,KREISS Fanni,HUN,1.0,5.0
44,2021.0,CALUGAREANU Malina,ROU,MONACO Beatrice,ITA,5.0,2.0
45,2021.0,CALUGAREANU Malina,ROU,KIRSTEN Ines,AUT,5.0,0.0
46,2021.0,CALUGAREANU Malina,ROU,BEHR Leandra,GER,5.0,4.0
47,2021.0,CALUGAREANU Malina,ROU,HENAFF Ilona,FRA,2.0,5.0
48,2021.0,YUSOVA Victoria,RUS,KREISS Fanni,HUN,0.0,0.0
49,2021.0,YUSOVA Victoria,RUS,MONACO Beatrice,ITA,0.0,0.0
50,2021.0,YUSOVA Victoria,RUS,KIRSTEN Ines,AUT,0.0,0.0
51,2021.0,YUSOVA Victoria,RUS,BEHR Leandra,GER,0.0,0.0
52,2021.0,YUSOVA Victoria,RUS,HENAFF Ilona,FRA,0.0,0.0
53,2021.0,KREISS Fanni,HUN,MONACO Beatrice,ITA,5.0,4.0
54,2021.0,KREISS Fanni,HUN,KIRSTEN Ines,AUT,5.0,3.0
55,2021.0,KREISS Fanni,HUN,BEHR Leandra,GER,5.0,1.0
56,2021.0,KREISS Fanni,HUN,HENAFF Ilona,FRA,5.0,1.0
57,2021.0,MONACO Beatrice,ITA,KIRSTEN Ines,AUT,5.0,4.0
58,2021.0,MONACO Beatrice,ITA,BEHR Leandra,GER,5.0,1.0
59,2021.0,MONACO Beatrice,ITA,HENAFF Ilona,FRA,5.0,1.0
60,2021.0,KIRSTEN Ines,AUT,BEHR Leandra,GER,3.0,5.0
61,2021.0,KIRSTEN Ines,AUT,HENAFF Ilona,FRA,1.0,5.0
62,2021.0,BEHR Leandra,GER,HENAFF Ilona,FRA,5.0,3.0
63,2021.0,ABUJBARA Amira,QAT,LUPKOVICS Dora,HUN,1.0,5.0
64,2021.0,ABUJBARA Amira,QAT,WANGLEMBAM Thoibi Devi,IND,3.0,5.0
65,2021.0,ABUJBARA Amira,QAT,NISHIOKA Shiho,JPN,0.0,5.0
66,2021.0,ABUJBARA Amira,QAT,BOUBAKRI Ines,TUN,0.0,5.0
67,2021.0,ABUJBARA Amira,QAT,CHRZANOWSKA Marika,POL,0.0,5.0
68,2021.0,ABUJBARA Amira,QAT,CHENG Hiu Wai Valerie,HKG,1.0,5.0
69,2021.0,LUPKOVICS Dora,HUN,WANGLEMBAM Thoibi Devi,IND,5.0,0.0
70,2021.0,LUPKOVICS Dora,HUN,NISHIOKA Shiho,JPN,5.0,4.0
71,2021.0,LUPKOVICS Dora,HUN,BOUBAKRI Ines,TUN,4.0,5.0
72,2021.0,LUPKOVICS Dora,HUN,CHRZANOWSKA Marika,POL,2.0,5.0
73,2021.0,LUPKOVICS Dora,HUN,CHENG Hiu Wai Valerie,HKG,5.0,3.0
74,2021.0,WANGLEMBAM Thoibi Devi,IND,NISHIOKA Shiho,JPN,0.0,5.0
75,2021.0,WANGLEMBAM Thoibi Devi,IND,BOUBAKRI Ines,TUN,3.0,5.0
76,2021.0,WANGLEMBAM Thoibi Devi,IND,CHRZANOWSKA Marika,POL,1.0,5.0
77,2021.0,WANGLEMBAM Thoibi Devi,IND,CHENG Hiu Wai Valerie,HKG,2.0,5.0
78,2021.0,NISHIOKA Shiho,JPN,BOUBAKRI Ines,TUN,4.0,3.0
79,2021.0,NISHIOKA Shiho,JPN,CHRZANOWSKA Marika,POL,5.0,0.0
80,2021.0,NISHIOKA Shiho,JPN,CHENG Hiu Wai Valerie,HKG,4.0,5.0
81,2021.0,BOUBAKRI Ines,TUN,CHRZANOWSKA Marika,POL,5.0,3.0
82,2021.0,BOUBAKRI Ines,TUN,CHENG Hiu Wai Valerie,HKG,3.0,5.0
83,2021.0,CHRZANOWSKA Marika,POL,CHENG Hiu Wai Valerie,HKG,5.0,3.0
84,2021.0,ISBIR Alisa,TUR,ACURERO GONZALEZ Anabella,VEN,5.0,3.0
85,2021.0,ISBIR Alisa,TUR,CIPRESSA Erica,ITA,1.0,5.0
86,2021.0,ISBIR Alisa,TUR,GIL PINERO Paola Carolina,PER,5.0,1.0
87,2021.0,ISBIR Alisa,TUR,WOHLGEMUTH Olivia,AUT,1.0,5.0
88,2021.0,ISBIR Alisa,TUR,MARINO Maria,ESP,4.0,5.0
89,2021.0,ISBIR Alisa,TUR,KANO Minami,JPN,2.0,5.0
90,2021.0,ACURERO GONZALEZ Anabella,VEN,CIPRESSA Erica,ITA,1.0,5.0
91,2021.0,ACURERO GONZALEZ Anabella,VEN,GIL PINERO Paola Carolina,PER,5.0,0.0
92,2021.0,ACURERO GONZALEZ Anabella,VEN,WOHLGEMUTH Olivia,AUT,5.0,1.0
93,2021.0,ACURERO GONZALEZ Anabella,VEN,MARINO Maria,ESP,3.0,5.0
94,2021.0,ACURERO GONZALEZ Anabella,VEN,KANO Minami,JPN,1.0,5.0
95,2021.0,CIPRESSA Erica,ITA,GIL PINERO Paola Carolina,PER,5.0,4.0
96,2021.0,CIPRESSA Erica,ITA,WOHLGEMUTH Olivia,AUT,5.0,3.0
97,2021.0,CIPRESSA Erica,ITA,MARINO Maria,ESP,5.0,4.0
98,2021.0,CIPRESSA Erica,ITA,KANO Minami,JPN,5.0,4.0
99,2021.0,GIL PINERO Paola Carolina,PER,WOHLGEMUTH Olivia,AUT,0.0,5.0
100,2021.0,GIL PINERO Paola Carolina,PER,MARINO Maria,ESP,4.0,5.0
101,2021.0,GIL PINERO Paola Carolina,PER,KANO Minami,JPN,1.0,5.0
102,2021.0,WOHLGEMUTH Olivia,AUT,MARINO Maria,ESP,1.0,5.0
103,2021.0,WOHLGEMUTH Olivia,AUT,KANO Minami,JPN,2.0,5.0
104,2021.0,MARINO Maria,ESP,KANO Minami,JPN,2.0,5.0
105,2021.0,MO Jandee,KOR,LAISHRAM Khusboorani,IND,5.0,2.0
106,2021.0,MO Jandee,KOR,CENKER Freya,AUT,3.0,5.0
107,2021.0,MO Jandee,KOR,GOLDIE Alanna,CAN,4.0,5.0
108,2021.0,MO Jandee,KOR,DUBROVICH Jacqueline,USA,0.0,5.0
109,2021.0,MO Jandee,KOR,CHENTSOVA Kateryna,UKR,3.0,5.0
110,2021.0,MO Jandee,KOR,BITTEROVA Kitti,SVK,4.0,5.0
111,2021.0,LAISHRAM Khusboorani,IND,CENKER Freya,AUT,4.0,5.0
112,2021.0,LAISHRAM Khusboorani,IND,GOLDIE Alanna,CAN,1.0,5.0
113,2021.0,LAISHRAM Khusboorani,IND,DUBROVICH Jacqueline,USA,0.0,5.0
114,2021.0,LAISHRAM Khusboorani,IND,CHENTSOVA Kateryna,UKR,0.0,5.0
115,2021.0,LAISHRAM Khusboorani,IND,BITTEROVA Kitti,SVK,1.0,5.0
116,2021.0,CENKER Freya,AUT,GOLDIE Alanna,CAN,4.0,5.0
117,2021.0,CENKER Freya,AUT,DUBROVICH Jacqueline,USA,2.0,5.0
118,2021.0,CENKER Freya,AUT,CHENTSOVA Kateryna,UKR,5.0,1.0
119,2021.0,CENKER Freya,AUT,BITTEROVA Kitti,SVK,5.0,4.0
120,2021.0,GOLDIE Alanna,CAN,DUBROVICH Jacqueline,USA,4.0,5.0
121,2021.0,GOLDIE Alanna,CAN,CHENTSOVA Kateryna,UKR,4.0,5.0
122,2021.0,GOLDIE Alanna,CAN,BITTEROVA Kitti,SVK,3.0,5.0
123,2021.0,DUBROVICH Jacqueline,USA,CHENTSOVA Kateryna,UKR,5.0,3.0
124,2021.0,DUBROVICH Jacqueline,USA,BITTEROVA Kitti,SVK,5.0,1.0
125,2021.0,CHENTSOVA Kateryna,UKR,BITTEROVA Kitti,SVK,5.0,1.0
126,2021.0,MASSIALAS Sabrina,USA,KONDRICZ Kata,HUN,3.0,5.0
127,2021.0,MASSIALAS Sabrina,USA,HARVEY Eleanor,CAN,4.0,5.0
128,2021.0,MASSIALAS Sabrina,USA,BRAHIM Rana,QAT,5.0,0.0
129,2021.0,MASSIALAS Sabrina,USA,LACHERAY Eva,FRA,4.0,5.0
130,2021.0,MASSIALAS Sabrina,USA,SCHREIBER Ester,SWE,5.0,1.0
131,2021.0,MASSIALAS Sabrina,USA,PHAMDOM Anita Chanu,IND,5.0,1.0
132,2021.0,KONDRICZ Kata,HUN,HARVEY Eleanor,CAN,0.0,2.0
133,2021.0,KONDRICZ Kata,HUN,BRAHIM Rana,QAT,5.0,1.0
134,2021.0,KONDRICZ Kata,HUN,LACHERAY Eva,FRA,2.0,5.0
135,2021.0,KONDRICZ Kata,HUN,SCHREIBER Ester,SWE,5.0,2.0
136,2021.0,KONDRICZ Kata,HUN,PHAMDOM Anita Chanu,IND,5.0,2.0
137,2021.0,HARVEY Eleanor,CAN,BRAHIM Rana,QAT,5.0,1.0
138,2021.0,HARVEY Eleanor,CAN,LACHERAY Eva,FRA,5.0,0.0
139,2021.0,HARVEY Eleanor,CAN,SCHREIBER Ester,SWE,5.0,1.0
140,2021.0,HARVEY Eleanor,CAN,PHAMDOM Anita Chanu,IND,5.0,1.0
141,2021.0,BRAHIM Rana,QAT,LACHERAY Eva,FRA,0.0,5.0
142,2021.0,BRAHIM Rana,QAT,SCHREIBER Ester,SWE,1.0,5.0
143,2021.0,BRAHIM Rana,QAT,PHAMDOM Anita Chanu,IND,2.0,5.0
144,2021.0,LACHERAY Eva,FRA,SCHREIBER Ester,SWE,5.0,3.0
145,2021.0,LACHERAY Eva,FRA,PHAMDOM Anita Chanu,IND,5.0,0.0
146,2021.0,SCHREIBER Ester,SWE,PHAMDOM Anita Chanu,IND,5.0,3.0
147,2021.0,BINDER Sylvie,USA,KRAENKL Maria,AUT,0.0,5.0
148,2021.0,BINDER Sylvie,USA,DE COSTANZO Valentina,ITA,3.0,5.0
149,2021.0,BINDER Sylvie,USA,ALBOININ Lina,QAT,5.0,0.0
150,2021.0,BINDER Sylvie,USA,MARTYANOVA Marta,RUS,2.0,5.0
151,2021.0,BINDER Sylvie,USA,MOHAMED Aida,HUN,5.0,4.0
152,2021.0,BINDER Sylvie,USA,MORI Chihiro,JPN,5.0,0.0
153,2021.0,KRAENKL Maria,AUT,DE COSTANZO Valentina,ITA,2.0,5.0
154,2021.0,KRAENKL Maria,AUT,ALBOININ Lina,QAT,5.0,0.0
155,2021.0,KRAENKL Maria,AUT,MARTYANOVA Marta,RUS,1.0,5.0
156,2021.0,KRAENKL Maria,AUT,MOHAMED Aida,HUN,1.0,5.0
157,2021.0,KRAENKL Maria,AUT,MORI Chihiro,JPN,5.0,3.0
158,2021.0,DE COSTANZO Valentina,ITA,ALBOININ Lina,QAT,5.0,1.0
159,2021.0,DE COSTANZO Valentina,ITA,MARTYANOVA Marta,RUS,5.0,3.0
160,2021.0,DE COSTANZO Valentina,ITA,MOHAMED Aida,HUN,4.0,1.0
161,2021.0,DE COSTANZO Valentina,ITA,MORI Chihiro,JPN,5.0,1.0
162,2021.0,ALBOININ Lina,QAT,MARTYANOVA Marta,RUS,1.0,5.0
163,2021.0,ALBOININ Lina,QAT,MOHAMED Aida,HUN,0.0,5.0
164,2021.0,ALBOININ Lina,QAT,MORI Chihiro,JPN,0.0,5.0
165,2021.0,MARTYANOVA Marta,RUS,MOHAMED Aida,HUN,4.0,5.0
166,2021.0,MARTYANOVA Marta,RUS,MORI Chihiro,JPN,3.0,5.0
167,2021.0,MOHAMED Aida,HUN,MORI Chihiro,JPN,5.0,3.0
168,2021.0,HAMMAD Ghareeba,QAT,KONTOCHRISTOPOULOU Aikaterini-Maria,GRE,1.0,5.0
169,2021.0,HAMMAD Ghareeba,QAT,YANAOKA Haruka,JPN,2.0,5.0
170,2021.0,HAMMAD Ghareeba,QAT,MICHEL Nataly,MEX,1.0,5.0
171,2021.0,HAMMAD Ghareeba,QAT,KARAMETE Irem,TUR,1.0,5.0
172,2021.0,HAMMAD Ghareeba,QAT,BRUGGER Lilli Maria,AUT,1.0,5.0
173,2021.0,HAMMAD Ghareeba,QAT,MANCINI Camilla,ITA,1.0,5.0
174,2021.0,KONTOCHRISTOPOULOU Aikaterini-Maria,GRE,YANAOKA Haruka,JPN,3.0,5.0
175,2021.0,KONTOCHRISTOPOULOU Aikaterini-Maria,GRE,MICHEL Nataly,MEX,0.0,5.0
176,2021.0,KONTOCHRISTOPOULOU Aikaterini-Maria,GRE,KARAMETE Irem,TUR,2.0,5.0
177,2021.0,KONTOCHRISTOPOULOU Aikaterini-Maria,GRE,BRUGGER Lilli Maria,AUT,5.0,2.0
178,2021.0,KONTOCHRISTOPOULOU Aikaterini-Maria,GRE,MANCINI Camilla,ITA,3.0,5.0
179,2021.0,YANAOKA Haruka,JPN,MICHEL Nataly,MEX,5.0,3.0
180,2021.0,YANAOKA Haruka,JPN,KARAMETE Irem,TUR,0.0,5.0
181,2021.0,YANAOKA Haruka,JPN,BRUGGER Lilli Maria,AUT,5.0,1.0
182,2021.0,YANAOKA Haruka,JPN,MANCINI Camilla,ITA,3.0,5.0
183,2021.0,MICHEL Nataly,MEX,KARAMETE Irem,TUR,3.0,5.0
184,2021.0,MICHEL Nataly,MEX,BRUGGER Lilli Maria,AUT,3.0,2.0
185,2021.0,MICHEL Nataly,MEX,MANCINI Camilla,ITA,2.0,5.0
186,2021.0,KARAMETE Irem,TUR,BRUGGER Lilli Maria,AUT,5.0,2.0
187,2021.0,KARAMETE Irem,TUR,MANCINI Camilla,ITA,1.0,5.0
188,2021.0,BRUGGER Lilli Maria,AUT,MANCINI Camilla,ITA,5.0,2.0
189,2021.0,ALBOROVA Yana,UZB,SIM Soeun,KOR,5.0,3.0
190,2021.0,ALBOROVA Yana,UZB,BULCAO Ana Beatriz,BRA,5.0,2.0
191,2021.0,ALBOROVA Yana,UZB,PETROVA Kristina,UKR,4.0,5.0
192,2021.0,ALBOROVA Yana,UZB,WALCZYK Julia,POL,5.0,3.0
193,2021.0,ALBOROVA Yana,UZB,ABDRAKHMANOVA Adelya,RUS,0.0,5.0
194,2021.0,ALBOROVA Yana,UZB,RECHER Alice,FRA,5.0,2.0
195,2021.0,SIM Soeun,KOR,BULCAO Ana Beatriz,BRA,5.0,2.0
196,2021.0,SIM Soeun,KOR,PETROVA Kristina,UKR,2.0,5.0
197,2021.0,SIM Soeun,KOR,WALCZYK Julia,POL,5.0,4.0
198,2021.0,SIM Soeun,KOR,ABDRAKHMANOVA Adelya,RUS,2.0,5.0
199,2021.0,SIM Soeun,KOR,RECHER Alice,FRA,4.0,5.0
200,2021.0,BULCAO Ana Beatriz,BRA,PETROVA Kristina,UKR,2.0,5.0
201,2021.0,BULCAO Ana Beatriz,BRA,WALCZYK Julia,POL,4.0,5.0
202,2021.0,BULCAO Ana Beatriz,BRA,ABDRAKHMANOVA Adelya,RUS,3.0,5.0
203,2021.0,BULCAO Ana Beatriz,BRA,RECHER Alice,FRA,3.0,5.0
204,2021.0,PETROVA Kristina,UKR,WALCZYK Julia,POL,5.0,2.0
205,2021.0,PETROVA Kristina,UKR,ABDRAKHMANOVA Adelya,RUS,2.0,5.0
206,2021.0,PETROVA Kristina,UKR,RECHER Alice,FRA,5.0,0.0
207,2021.0,WALCZYK Julia,POL,ABDRAKHMANOVA Adelya,RUS,5.0,2.0
208,2021.0,WALCZYK Julia,POL,RECHER Alice,FRA,1.0,5.0
209,2021.0,ABDRAKHMANOVA Adelya,RUS,RECHER Alice,FRA,4.0,5.0
210,2021.0,SINIGALIA Martina,ITA,GOMES Rafaella,BRA,5.0,1.0
211,2021.0,SINIGALIA Martina,ITA,ANDREYENKA Hanna,BLR,5.0,4.0
212,2021.0,SINIGALIA Martina,ITA,BLAZE Anita,FRA,4.0,5.0
213,2021.0,SINIGALIA Martina,ITA,TARANENKO Anna,UKR,5.0,1.0
214,2021.0,SINIGALIA Martina,ITA,PROESTAKIS Katina,CHI,4.0,5.0
215,2021.0,SINIGALIA Martina,ITA,OH Hye Mi,KOR,2.0,5.0
216,2021.0,GOMES Rafaella,BRA,ANDREYENKA Hanna,BLR,2.0,5.0
217,2021.0,GOMES Rafaella,BRA,BLAZE Anita,FRA,1.0,5.0
218,2021.0,GOMES Rafaella,BRA,TARANENKO Anna,UKR,0.0,5.0
219,2021.0,GOMES Rafaella,BRA,PROESTAKIS Katina,CHI,4.0,5.0
220,2021.0,GOMES Rafaella,BRA,OH Hye Mi,KOR,3.0,5.0
221,2021.0,ANDREYENKA Hanna,BLR,BLAZE Anita,FRA,1.0,5.0
222,2021.0,ANDREYENKA Hanna,BLR,TARANENKO Anna,UKR,1.0,5.0
223,2021.0,ANDREYENKA Hanna,BLR,PROESTAKIS Katina,CHI,5.0,4.0
224,2021.0,ANDREYENKA Hanna,BLR,OH Hye Mi,KOR,1.0,5.0
225,2021.0,BLAZE Anita,FRA,TARANENKO Anna,UKR,5.0,2.0
226,2021.0,BLAZE Anita,FRA,PROESTAKIS Katina,CHI,2.0,5.0
227,2021.0,BLAZE Anita,FRA,OH Hye Mi,KOR,5.0,2.0
228,2021.0,TARANENKO Anna,UKR,PROESTAKIS Katina,CHI,5.0,1.0
229,2021.0,TARANENKO Anna,UKR,OH Hye Mi,KOR,5.0,4.0
230,2021.0,PROESTAKIS Katina,CHI,OH Hye Mi,KOR,3.0,2.0
231,2021.0,SAMSONOVA Kristina,RUS,SYNORADZKA Martyna,POL,5.0,4.0
232,2021.0,SAMSONOVA Kristina,RUS,BRETEAU Andrea,ESP,5.0,3.0
233,2021.0,SAMSONOVA Kristina,RUS,UMETSU Haruka,JPN,5.0,1.0
234,2021.0,SAMSONOVA Kristina,RUS,TANGHERLINI Elena,ITA,3.0,5.0
235,2021.0,SAMSONOVA Kristina,RUS,SOPIT Olga,UKR,4.0,5.0
236,2021.0,SAMSONOVA Kristina,RUS,BUTRUILLE Solene,FRA,5.0,4.0
237,2021.0,SYNORADZKA Martyna,POL,BRETEAU Andrea,ESP,5.0,0.0
238,2021.0,SYNORADZKA Martyna,POL,UMETSU Haruka,JPN,5.0,1.0
239,2021.0,SYNORADZKA Martyna,POL,TANGHERLINI Elena,ITA,5.0,0.0
240,2021.0,SYNORADZKA Martyna,POL,SOPIT Olga,UKR,1.0,5.0
241,2021.0,SYNORADZKA Martyna,POL,BUTRUILLE Solene,FRA,5.0,4.0
242,2021.0,BRETEAU Andrea,ESP,UMETSU Haruka,JPN,5.0,3.0
243,2021.0,BRETEAU Andrea,ESP,TANGHERLINI Elena,ITA,4.0,5.0
244,2021.0,BRETEAU Andrea,ESP,SOPIT Olga,UKR,5.0,4.0
245,2021.0,BRETEAU Andrea,ESP,BUTRUILLE Solene,FRA,3.0,5.0
246,2021.0,UMETSU Haruka,JPN,TANGHERLINI Elena,ITA,0.0,5.0
247,2021.0,UMETSU Haruka,JPN,SOPIT Olga,UKR,1.0,5.0
248,2021.0,UMETSU Haruka,JPN,BUTRUILLE Solene,FRA,0.0,5.0
249,2021.0,TANGHERLINI Elena,ITA,SOPIT Olga,UKR,1.0,5.0
250,2021.0,TANGHERLINI Elena,ITA,BUTRUILLE Solene,FRA,5.0,4.0
251,2021.0,SOPIT Olga,UKR,BUTRUILLE Solene,FRA,3.0,5.0
252,2021.0,SAUER Anne,GER,BEARDMORE Kate,GBR,5.0,2.0
253,2021.0,SAUER Anne,GER,MINARIK Natalie,USA,5.0,0.0
254,2021.0,SAUER Anne,GER,CHEUNG Kimberley Vanessa,HKG,5.0,3.0
255,2021.0,SAUER Anne,GER,KANO Arisa,JPN,4.0,5.0
256,2021.0,SAUER Anne,GER,CATARZI Constance,FRA,5.0,0.0
257,2021.0,SAUER Anne,GER,CHALDAIOU Maria-Eleni,GRE,5.0,3.0
258,2021.0,BEARDMORE Kate,GBR,MINARIK Natalie,USA,3.0,5.0
259,2021.0,BEARDMORE Kate,GBR,CHEUNG Kimberley Vanessa,HKG,2.0,5.0
260,2021.0,BEARDMORE Kate,GBR,KANO Arisa,JPN,4.0,5.0
261,2021.0,BEARDMORE Kate,GBR,CATARZI Constance,FRA,5.0,4.0
262,2021.0,BEARDMORE Kate,GBR,CHALDAIOU Maria-Eleni,GRE,3.0,5.0
263,2021.0,MINARIK Natalie,USA,CHEUNG Kimberley Vanessa,HKG,5.0,4.0
264,2021.0,MINARIK Natalie,USA,KANO Arisa,JPN,4.0,5.0
265,2021.0,MINARIK Natalie,USA,CATARZI Constance,FRA,1.0,5.0
266,2021.0,MINARIK Natalie,USA,CHALDAIOU Maria-Eleni,GRE,5.0,2.0
267,2021.0,CHEUNG Kimberley Vanessa,HKG,KANO Arisa,JPN,5.0,4.0
268,2021.0,CHEUNG Kimberley Vanessa,HKG,CATARZI Constance,FRA,1.0,5.0
269,2021.0,CHEUNG Kimberley Vanessa,HKG,CHALDAIOU Maria-Eleni,GRE,3.0,5.0
270,2021.0,KANO Arisa,JPN,CATARZI Constance,FRA,2.0,4.0
271,2021.0,KANO Arisa,JPN,CHALDAIOU Maria-Eleni,GRE,3.0,5.0
272,2021.0,CATARZI Constance,FRA,CHALDAIOU Maria-Eleni,GRE,5.0,4.0
273,2021.0,LIM Seungmin,KOR,TIEU May,USA,2.0,5.0
274,2021.0,LIM Seungmin,KOR,AWATI Radhika Prakash,IND,5.0,1.0
275,2021.0,LIM Seungmin,KOR,KIKUCHI Komaki,JPN,3.0,5.0
276,2021.0,LIM Seungmin,KOR,GIMENEZ Isis,VEN,5.0,3.0
277,2021.0,LIM Seungmin,KOR,GUYART Astrid,FRA,2.0,5.0
278,2021.0,LIM Seungmin,KOR,PIRIEVA Leyla,RUS,3.0,4.0
279,2021.0,TIEU May,USA,AWATI Radhika Prakash,IND,3.0,2.0
280,2021.0,TIEU May,USA,KIKUCHI Komaki,JPN,5.0,2.0
281,2021.0,TIEU May,USA,GIMENEZ Isis,VEN,5.0,2.0
282,2021.0,TIEU May,USA,GUYART Astrid,FRA,5.0,2.0
283,2021.0,TIEU May,USA,PIRIEVA Leyla,RUS,3.0,4.0
284,2021.0,AWATI Radhika Prakash,IND,KIKUCHI Komaki,JPN,1.0,5.0
285,2021.0,AWATI Radhika Prakash,IND,GIMENEZ Isis,VEN,0.0,5.0
286,2021.0,AWATI Radhika Prakash,IND,GUYART Astrid,FRA,0.0,4.0
287,2021.0,AWATI Radhika Prakash,IND,PIRIEVA Leyla,RUS,0.0,5.0
288,2021.0,KIKUCHI Komaki,JPN,GIMENEZ Isis,VEN,5.0,4.0
289,2021.0,KIKUCHI Komaki,JPN,GUYART Astrid,FRA,5.0,4.0
290,2021.0,KIKUCHI Komaki,JPN,PIRIEVA Leyla,RUS,0.0,5.0
291,2021.0,GIMENEZ Isis,VEN,GUYART Astrid,FRA,4.0,5.0
292,2021.0,GIMENEZ Isis,VEN,PIRIEVA Leyla,RUS,0.0,5.0
293,2021.0,GUYART Astrid,FRA,PIRIEVA Leyla,RUS,3.0,5.0
294,2021.0,MARECHAL Jade,FRA,SCHREIBER Miriam,SWE,5.0,3.0
295,2021.0,MARECHAL Jade,FRA,BLOW Iman,USA,5.0,4.0
296,2021.0,MARECHAL Jade,FRA,RYAN Kelleigh,CAN,4.0,5.0
297,2021.0,MARECHAL Jade,FRA,MOHAMED Noura,EGY,3.0,5.0
298,2021.0,MARECHAL Jade,FRA,BIANCHIN Elisabetta,ITA,5.0,3.0
299,2021.0,SCHREIBER Miriam,SWE,BLOW Iman,USA,1.0,5.0
300,2021.0,SCHREIBER Miriam,SWE,RYAN Kelleigh,CAN,2.0,5.0
301,2021.0,SCHREIBER Miriam,SWE,MOHAMED Noura,EGY,3.0,5.0
302,2021.0,SCHREIBER Miriam,SWE,BIANCHIN Elisabetta,ITA,5.0,3.0
303,2021.0,BLOW Iman,USA,RYAN Kelleigh,CAN,5.0,3.0
304,2021.0,BLOW Iman,USA,MOHAMED Noura,EGY,5.0,1.0
305,2021.0,BLOW Iman,USA,BIANCHIN Elisabetta,ITA,3.0,5.0
306,2021.0,RYAN Kelleigh,CAN,MOHAMED Noura,EGY,5.0,4.0
