Year,Player1,Country1,Player2,Country2,Score1,Score2,Score
2004,Alfredo Rota,ITA,Alexandru Nyisztor,ROU,15,8,15 – 8
2004,Pavel Kolobkov,RUS,Éric Boisse,FRA,15,8,15 – 8
2004,Dmytro Kariuchenko,UKR,Christoph Marik,AUT,15,7,15 – 7
2004,Marcel Fischer,SUI,Iván Kovács,HUN,15,7,15 – 7
2004,Ahmed Nabil,EGY,Giorgos Abalof,GRE,15,6,15 – 6
2004,Sergey Kochetkov,RUS,Aissam Rami,MAR,15,6,15 – 6
2004,Dmytro Kariuchenko,UKR,Abderrahmane Daidj,ALG,15,6,15 – 6
2004,Alexandru Nyisztor,ROU,Bohdan Nikishyn,UKR,15,6,15 – 6
2004,Iván Kovács,HUN,Cody Mattern,USA,15,6,15 – 6
2004,Pavel Kolobkov,RUS,Seamus Robinson,AUS,15,5,15 – 5
2004,Fabrice Jeannet,FRA,Lee Sang-Yeop,KOR,15,5,15 – 5
2004,Éric Boisse,FRA,Fabrice Jeannet,FRA,15,14,15 – 14
2004,Wang Lei,CHN,Daniel Strigel,GER,15,14,15 – 14
2004,Siriroj Rathprasert,THA,Muhannad Saif El-Din,EGY,15,13,15 – 13
2004,Silvio Fernández,VEN,Xie Yongjun,CHN,15,13,15 – 13
2004,Daniel Strigel,GER,Géza Imre,HUN,15,13,15 – 13
2004,Soren Thompson,USA,Alfredo Rota,ITA,15,13,15 – 13
2004,Marcel Fischer,SUI,Silvio Fernández,VEN,15,13,15 – 13
2004,Sven Schmid,GER,Jörg Fiedler,GER,15,12,15 – 12
2004,Silvio Fernández,VEN,Zhao Gang,CHN,15,12,15 – 12
2004,Daniel Strigel,GER,Dmytro Kariuchenko,UKR,15,12,15 – 12
2004,Lee Sang-Yeop,KOR,Maksym Khvorost,UKR,15,11,15 – 11
2004,Fabrice Jeannet,FRA,Sergey Kochetkov,RUS,15,11,15 – 11
2004,Igor Turchin,RUS,Seth Kelsey,USA,15,11,15 – 11
2004,Éric Boisse,FRA,Andrés Carrillo,CUB,15,11,15 – 11
2004,Wang Lei,CHN,Sven Schmid,GER,15,11,15 – 11
2004,Pavel Kolobkov,RUS,Soren Thompson,USA,15,11,15 – 11
2004,Marcel Fischer,SUI,Ahmed Nabil,EGY,15,10,15 – 10
2004,Andrés Carrillo,CUB,Hugues Obry,FRA,15,10,15 – 10
2004,Wang Lei,CHN,Gábor Boczkó,HUN,15,10,15 – 10
2004,Pavel Kolobkov,RUS,Igor Turchin,RUS,15,10,15 – 10
2004,Wang Lei,CHN,Pavel Kolobkov,RUS,15,10,15 – 10
2004,Soren Thompson,USA,Paris Inostroza,CHI,13,12,13 – 12
2008,José Luis Abajo,ESP,Gábor Boczkó,HUN,8,7,8 – 7
2008,Radosław Zawrotniak,POL,Joaquim Videira,POR,15,9,15 – 9
2008,Yin Lianchi,CHN,Krisztián Kulcsár,HUN,15,9,15 – 9
2008,José Luis Abajo,ESP,Jérôme Jeannet,FRA,15,9,15 – 9
2008,Diego Confalonieri,ITA,Géza Imre,HUN,15,9,15 – 9
2008,Gábor Boczkó,HUN,Silvio Fernández,VEN,15,9,15 – 9
2008,Matteo Tagliariol,ITA,Fabrice Jeannet,FRA,15,9,15 – 9
2008,Nikolai Novosjolov,EST,Ahmed Nabil,EGY,15,8,15 – 8
2008,Gábor Boczkó,HUN,Radosław Zawrotniak,POL,15,8,15 – 8
2008,Bohdan Nikishyn,UKR,Mike Wood,RSA,15,7,15 – 7
2008,Fabrice Jeannet,FRA,Igor Tikhomirov,CAN,15,7,15 – 7
2008,Jeong Jin-Seon,KOR,Li Guojie,CHN,15,6,15 – 6
2008,Jeong Jin-Seon,KOR,Dmytro Chumak,UKR,15,6,15 – 6
2008,Fabrice Jeannet,FRA,Sergey Kachurin,KGZ,15,14,15 – 14
2008,Jérôme Jeannet,FRA,Nikolai Novosjolov,EST,15,14,15 – 14
2008,José Luis Abajo,ESP,Kim Won-Jin,KOR,15,14,15 – 14
2008,Géza Imre,HUN,Kim Seung-Gu,KOR,15,14,15 – 14
2008,Dmytro Chumak,UKR,Rubén Limardo,VEN,15,13,15 – 13
2008,Bas Verwijlen,NED,Michael Kauter,SUI,15,13,15 – 13
2008,Radosław Zawrotniak,POL,Yin Lianchi,CHN,15,13,15 – 13
2008,Kim Seung-Gu,KOR,Given Maduma,RSA,15,12,15 – 12
2008,Michael Kauter,SUI,Bohdan Nikishyn,UKR,15,12,15 – 12
2008,Matteo Tagliariol,ITA,José Luis Abajo,ESP,15,12,15 – 12
2008,Fabrice Jeannet,FRA,Gábor Boczkó,HUN,15,12,15 – 12
2008,Tomasz Motyka,POL,Aissam Rami,MAR,15,11,15 – 11
2008,Li Guojie,CHN,Adam Wiercioch,POL,15,11,15 – 11
2008,Paris Inostroza,CHI,Shogo Nishida,JPN,15,11,15 – 11
2008,Ulrich Robeiri,FRA,Anton Avdeyev,RUS,15,11,15 – 11
2008,Igor Tikhomirov,CAN,Maksym Khvorost,UKR,15,11,15 – 11
2008,Fabrice Jeannet,FRA,Seth Kelsey,USA,15,11,15 – 11
2008,Silvio Fernández,VEN,Paris Inostroza,CHI,15,11,15 – 11
2008,Matteo Tagliariol,ITA,Ulrich Robeiri,FRA,15,11,15 – 11
2008,Matteo Tagliariol,ITA,Bas Verwijlen,NED,15,11,15 – 11
2008,Fabrice Jeannet,FRA,Jeong Jin-Seon,KOR,15,11,15 – 11
2008,Joaquim Videira,POR,Dario Torrente,RSA,15,10,15 – 10
2008,Diego Confalonieri,ITA,Tomasz Motyka,POL,15,10,15 – 10
2008,Bas Verwijlen,NED,Wang Lei,CHN,15,10,15 – 10
2008,Matteo Tagliariol,ITA,Sturla Torkildsen,NOR,15,10,15 – 10
2008,José Luis Abajo,ESP,Diego Confalonieri,ITA,14,13,14 – 13
2008,Sturla Torkildsen,NOR,Wolfgang Mejías,VEN,12,11,12 – 11
2008,Gábor Boczkó,HUN,Alfredo Rota,ITA,11,10,11 – 10
2012,Seth Kelsey,USA,Li Guojie,CHN,8,7,8 – 7
2012,Rubén Limardo,VEN,Seth Kelsey,USA,6,5,6 – 5
2012,Ruslan Kudayev,UZB,Park Gyeong-Du,KOR,15,9,15 – 9
2012,Alexandre Bouzaid,SEN,Radosław Zawrotniak,POL,15,9,15 – 9
2012,Elmir Alimzhanov,KAZ,Nguyễn Tiến Nhật,VIE,15,9,15 – 9
2012,Seth Kelsey,USA,Silvio Fernández,VEN,15,9,15 – 9
2012,Géza Imre,HUN,Abdel-Karim El Haouari,MAR,15,8,15 – 8
2012,Jeong Jin-Seon,KOR,Elmir Alimzhanov,KAZ,15,8,15 – 8
2012,Jörg Fiedler,GER,Bas Verwijlen,NED,15,8,15 – 8
2012,Bartosz Piasecki,NOR,Géza Imre,HUN,15,7,15 – 7
2012,Jörg Fiedler,GER,Soren Thompson,USA,15,4,15 – 4
2012,Silvio Fernández,VEN,Ruslan Kudayev,UZB,15,3,15 – 3
2012,Max Heinzer,SUI,Paris Inostroza,CHI,15,2,15 – 2
2012,Paolo Pizzo,ITA,Leung Ka Ming,HKG,15,14,15 – 14
2012,Bartosz Piasecki,NOR,Yannick Borel,FRA,15,14,15 – 14
2012,Rubén Limardo,VEN,Ayman Alaa El-Din,EGY,15,13,15 – 13
2012,Bartosz Piasecki,NOR,Jeong Jin-Seon,KOR,15,13,15 – 13
2012,Silvio Fernández,VEN,Dmitry Aleksanin,KAZ,15,12,15 – 12
2012,Rubén Limardo,VEN,Paolo Pizzo,ITA,15,12,15 – 12
2012,Jeong Jin-Seon,KOR,Pavel Sukhov,RUS,15,11,15 – 11
2012,Seth Kelsey,USA,Nikolai Novosjolov,EST,15,11,15 – 11
2012,Rubén Limardo,VEN,Max Heinzer,SUI,15,11,15 – 11
2012,Paolo Pizzo,ITA,Alexandre Bouzaid,SEN,15,11,15 – 11
2012,Yannick Borel,FRA,Fabian Kauter,SUI,15,11,15 – 11
2012,Jeong Jin-Seon,KOR,Jörg Fiedler,GER,15,11,15 – 11
2012,Bas Verwijlen,NED,Athos Schwantes,BRA,15,10,15 – 10
2012,Yannick Borel,FRA,Dmytro Kariuchenko,UKR,15,10,15 – 10
2012,Rubén Limardo,VEN,Bartosz Piasecki,NOR,15,10,15 – 10
2012,Bartosz Piasecki,NOR,Gauthier Grumier,FRA,14,13,14 – 13
2012,Jeong Jin-Seon,KOR,Seth Kelsey,USA,12,11,12 – 11
2016,Jiao Yunlong,CHN,Guilherme Melaragno,BRA,8,6,8 – 6
2016,Athos Schwantes,BRA,Jiří Beran,CZE,15,9,15 – 9
2016,Anton Avdeyev,RUS,Bas Verwijlen,NED,15,9,15 – 9
2016,Gábor Boczkó,HUN,Alexandre Bouzaid,SEN,15,9,15 – 9
2016,Fabian Kauter,SUI,Anatoliy Herei,UKR,15,9,15 – 9
2016,Yannick Borel,FRA,András Rédli,HUN,15,9,15 – 9
2016,Gauthier Grumier,FRA,Ayman Alaa El-Din,EGY,15,9,15 – 9
2016,Géza Imre,HUN,Nikolai Novosjolov,EST,15,9,15 – 9
2016,Park Sang-Yeong,KOR,Benjamin Steffen,SUI,15,9,15 – 9
2016,Jeong Jin-Seon,KOR,Silvio Fernández,VEN,15,8,15 – 8
2016,Kazuyasu Minobe,JPN,Marco Fichera,ITA,15,8,15 – 8
2016,Géza Imre,HUN,John Édison Rodríguez,COL,15,8,15 – 8
2016,Géza Imre,HUN,Gábor Boczkó,HUN,15,8,15 – 8
2016,Gauthier Grumier,FRA,Kazuyasu Minobe,JPN,15,8,15 – 8
2016,Francisco Limardo,VEN,Nicolas Ferreira,BRA,15,7,15 – 7
2016,Gauthier Grumier,FRA,Athos Schwantes,BRA,15,7,15 – 7
2016,Max Heinzer,SUI,Vadim Anokhin,RUS,15,7,15 – 7
2016,Ayman Alaa El-Din,EGY,Rubén Limardo,VEN,15,5,15 – 5
2016,Park Sang-Yeong,KOR,Max Heinzer,SUI,15,4,15 – 4
2016,Francisco Limardo,VEN,Daniel Jérent,FRA,15,14,15 – 14
2016,Benjamin Steffen,SUI,Jason Pryor,USA,15,14,15 – 14
2016,Vadim Anokhin,RUS,Maxime Brinck-Croteau,CAN,15,14,15 – 14
2016,Benjamin Steffen,SUI,Bohdan Nikishyn,UKR,15,14,15 – 14
2016,Yannick Borel,FRA,Fabian Kauter,SUI,15,14,15 – 14
2016,Park Sang-Yeong,KOR,Géza Imre,HUN,15,14,15 – 14
2016,John Édison Rodríguez,COL,Dmytro Kariuchenko,UKR,15,13,15 – 13
2016,Géza Imre,HUN,Gauthier Grumier,FRA,15,13,15 – 13
2016,Kazuyasu Minobe,JPN,Anton Avdeyev,RUS,15,12,15 – 12
2016,Nikolai Novosjolov,EST,Francisco Limardo,VEN,15,12,15 – 12
2016,Park Sang-Yeong,KOR,Enrico Garozzo,ITA,15,12,15 – 12
2016,Bohdan Nikishyn,UKR,Jiao Yunlong,CHN,15,11,15 – 11
2016,Max Heinzer,SUI,Paolo Pizzo,ITA,15,11,15 – 11
2016,Park Sang-Yeong,KOR,Pavel Sukhov,RUS,15,11,15 – 11
2016,Enrico Garozzo,ITA,Jeong Jin-Seon,KOR,15,11,15 – 11
2016,Gauthier Grumier,FRA,Benjamin Steffen,SUI,15,11,15 – 11
2016,Benjamin Steffen,SUI,Yannick Borel,FRA,15,10,15 – 10
2016,András Rédli,HUN,Abdulaziz Al-Shatti,IOA,14,13,14 – 13
2016,Nikolai Novosjolov,EST,Park Gyeong-Du,KOR,12,10,12 – 10
1932,Eduardo Prieto Souza,MEX,Aage Leidersdorff,DEN,3,3,
1932,André Poplimont,BEL,Bernard Schmetz,FRA,3,3,
1932,George Calnan,USA,Raúl Saucedo,ARG,3,3,
1932,Pat Farrell,CAN,George Calnan,USA,3,3,
1932,Stig Lindström,SWE,Giancarlo Cornaggia-Medici,ITA,3,3,
1932,Raúl Saucedo,ARG,Saverio Ragno,ITA,3,3,
1932,Tibor Benkő,HUN,Doris de Jong,NED,3,3,
1932,Paul de Graffenried,SUI,George Calnan,USA,3,3,
1932,Carlo Agostoni,ITA,Giancarlo Cornaggia-Medici,ITA,3,3,
1932,Raúl Saucedo,ARG,Giancarlo Cornaggia-Medici,ITA,3,3,
1932,Xavier De Beukelaer,BEL,Saverio Ragno,ITA,2,3,
1932,Sven Thofelt,SWE,Saverio Ragno,ITA,2,3,
1932,Doris de Jong,NED,Saverio Ragno,ITA,2,3,
1932,Bertram Markus,CAN,Saverio Ragno,ITA,2,3,
1932,Sven Thofelt,SWE,Géo Buchard,FRA,2,3,
1932,Aage Leidersdorff,DEN,Géo Buchard,FRA,2,3,
1932,Géo Buchard,FRA,Xavier De Beukelaer,BEL,2,3,
1932,Eduardo Prieto Souza,MEX,Xavier De Beukelaer,BEL,2,3,
1932,Eduardo Prieto Souza,MEX,Sven Thofelt,SWE,2,3,
1932,Doris de Jong,NED,Aage Leidersdorff,DEN,2,3,
1932,Harold Corbin,USA,Aage Leidersdorff,DEN,2,3,
1932,Doris de Jong,NED,Eduardo Prieto Souza,MEX,2,3,
1932,Harold Corbin,USA,Eduardo Prieto Souza,MEX,2,3,
1932,Aage Leidersdorff,DEN,Bertram Markus,CAN,2,3,
1932,Doris de Jong,NED,Harold Corbin,USA,2,3,
1932,George Calnan,USA,Carlo Agostoni,ITA,2,3,
1932,Bo Lindman,SWE,Bernard Schmetz,FRA,2,3,
1932,Bo Lindman,SWE,Raúl Saucedo,ARG,2,3,
1932,Gerónimo Delgadillo,MEX,Raúl Saucedo,ARG,2,3,
1932,Paul de Graffenried,SUI,André Poplimont,BEL,2,3,
1932,Bo Lindman,SWE,André Poplimont,BEL,2,3,
1932,Erik Kofoed-Hansen,DEN,André Poplimont,BEL,2,3,
1932,Bo Lindman,SWE,George Calnan,USA,2,3,
1932,Erik Kofoed-Hansen,DEN,George Calnan,USA,2,3,
1932,Bo Lindman,SWE,Paul de Graffenried,SUI,2,3,
1932,Erik Kofoed-Hansen,DEN,Paul de Graffenried,SUI,2,3,
1932,Gerónimo Delgadillo,MEX,Pat Farrell,CAN,2,3,
1932,Imre Petneházy,HUN,Gerónimo Delgadillo,MEX,2,3,
1932,Tibor Benkő,HUN,Max Janlet,BEL,2,3,
1932,Giancarlo Cornaggia-Medici,ITA,Philippe Cattiau,FRA,2,3,
1932,Gustave Heiss,USA,Philippe Cattiau,FRA,2,3,
1932,Ernest Dalton,CAN,Philippe Cattiau,FRA,2,3,
1932,Stig Lindström,SWE,Tibor Benkő,HUN,2,3,
1932,Max Janlet,BEL,Stig Lindström,SWE,2,3,
1932,Eduardo Prieto Souza,MEX,Stig Lindström,SWE,2,3,
1932,Philippe Cattiau,FRA,Eduardo Prieto Souza,MEX,2,3,
1932,Stig Lindström,SWE,Ernest Dalton,CAN,2,3,
1932,Sven Thofelt,SWE,Saverio Ragno,ITA,2,3,
1932,Eduardo Prieto Souza,MEX,Saverio Ragno,ITA,2,3,
1932,Xavier De Beukelaer,BEL,Géo Buchard,FRA,2,3,
1932,Tibor Benkő,HUN,Géo Buchard,FRA,2,3,
1932,Raúl Saucedo,ARG,Sven Thofelt,SWE,2,3,
1932,Sven Thofelt,SWE,Xavier De Beukelaer,BEL,2,3,
1932,Raúl Saucedo,ARG,Xavier De Beukelaer,BEL,2,3,
1932,Gustave Heiss,USA,Xavier De Beukelaer,BEL,2,3,
1932,Gustave Heiss,USA,Philippe Cattiau,FRA,2,3,
1932,Eduardo Prieto Souza,MEX,Philippe Cattiau,FRA,2,3,
1932,Doris de Jong,NED,Philippe Cattiau,FRA,2,3,
1932,Eduardo Prieto Souza,MEX,Raúl Saucedo,ARG,2,3,
1932,Saverio Ragno,ITA,Gustave Heiss,USA,2,3,
1932,Géo Buchard,FRA,Eduardo Prieto Souza,MEX,2,3,
1932,Doris de Jong,NED,Eduardo Prieto Souza,MEX,2,3,
1932,Gustave Heiss,USA,Doris de Jong,NED,2,3,
1932,Eduardo Prieto Souza,MEX,Tibor Benkő,HUN,2,3,
1932,George Calnan,USA,Bernard Schmetz,FRA,2,3,
1932,Aage Leidersdorff,DEN,Bernard Schmetz,FRA,2,3,
1932,Carlo Agostoni,ITA,Giancarlo Cornaggia-Medici,ITA,2,3,
1932,Stig Lindström,SWE,Giancarlo Cornaggia-Medici,ITA,2,3,
1932,Aage Leidersdorff,DEN,Giancarlo Cornaggia-Medici,ITA,2,3,
1932,Giancarlo Cornaggia-Medici,ITA,George Calnan,USA,2,3,
1932,Stig Lindström,SWE,George Calnan,USA,2,3,
1932,Stig Lindström,SWE,Paul de Graffenried,SUI,2,3,
1932,Max Janlet,BEL,Paul de Graffenried,SUI,2,3,
1932,Bo Lindman,SWE,Paul de Graffenried,SUI,2,3,
1932,Bo Lindman,SWE,Stig Lindström,SWE,2,3,
1932,George Calnan,USA,Max Janlet,BEL,2,3,
1932,André Poplimont,BEL,Max Janlet,BEL,2,3,
1932,Carlo Agostoni,ITA,André Poplimont,BEL,2,3,
1932,George Calnan,USA,Bo Lindman,SWE,2,3,
1932,Saverio Ragno,ITA,Giancarlo Cornaggia-Medici,ITA,2,3,
1932,Sven Thofelt,SWE,Giancarlo Cornaggia-Medici,ITA,2,3,
1932,Saverio Ragno,ITA,Géo Buchard,FRA,2,3,
1932,Sven Thofelt,SWE,Géo Buchard,FRA,2,3,
1932,Géo Buchard,FRA,Carlo Agostoni,ITA,2,3,
1932,Carlo Agostoni,ITA,Saverio Ragno,ITA,2,3,
1932,Philippe Cattiau,FRA,Saverio Ragno,ITA,2,3,
1932,Paul de Graffenried,SUI,Saverio Ragno,ITA,2,3,
1932,Xavier De Beukelaer,BEL,Bernard Schmetz,FRA,2,3,
1932,Sven Thofelt,SWE,Bernard Schmetz,FRA,2,3,
1932,Paul de Graffenried,SUI,Bernard Schmetz,FRA,2,3,
1932,Stig Lindström,SWE,Bernard Schmetz,FRA,2,3,
1932,Carlo Agostoni,ITA,Philippe Cattiau,FRA,2,3,
1932,Xavier De Beukelaer,BEL,Philippe Cattiau,FRA,2,3,
1932,Saverio Ragno,ITA,George Calnan,USA,2,3,
1932,Sven Thofelt,SWE,George Calnan,USA,2,3,
1932,Carlo Agostoni,ITA,Xavier De Beukelaer,BEL,2,3,
1932,Raúl Saucedo,ARG,Sven Thofelt,SWE,2,3,
1932,Stig Lindström,SWE,Sven Thofelt,SWE,2,3,
1932,Bernard Schmetz,FRA,Raúl Saucedo,ARG,2,3,
1932,Paul de Graffenried,SUI,Raúl Saucedo,ARG,2,3,
1932,Géo Buchard,FRA,Saverio Ragno,ITA,1,3,
1932,Aage Leidersdorff,DEN,Saverio Ragno,ITA,1,3,
1932,Eduardo Prieto Souza,MEX,Géo Buchard,FRA,1,3,
1932,Doris de Jong,NED,Géo Buchard,FRA,1,3,
1932,Harold Corbin,USA,Géo Buchard,FRA,1,3,
1932,Aage Leidersdorff,DEN,Xavier De Beukelaer,BEL,1,3,
1932,Harold Corbin,USA,Sven Thofelt,SWE,1,3,
1932,Sven Thofelt,SWE,Aage Leidersdorff,DEN,1,3,
1932,Bertram Markus,CAN,Eduardo Prieto Souza,MEX,1,3,
1932,Xavier De Beukelaer,BEL,Doris de Jong,NED,1,3,
1932,Bertram Markus,CAN,Doris de Jong,NED,1,3,
1932,Harold Corbin,USA,Bertram Markus,CAN,1,3,
1932,Xavier De Beukelaer,BEL,Harold Corbin,USA,1,3,
1932,André Poplimont,BEL,Carlo Agostoni,ITA,1,3,
1932,Paul de Graffenried,SUI,Carlo Agostoni,ITA,1,3,
1932,Bo Lindman,SWE,Carlo Agostoni,ITA,1,3,
1932,Gerónimo Delgadillo,MEX,Carlo Agostoni,ITA,1,3,
1932,George Calnan,USA,Bernard Schmetz,FRA,1,3,
1932,Paul de Graffenried,SUI,Bernard Schmetz,FRA,1,3,
1932,Gerónimo Delgadillo,MEX,Bernard Schmetz,FRA,1,3,
1932,Pat Farrell,CAN,Raúl Saucedo,ARG,1,3,
1932,Raúl Saucedo,ARG,André Poplimont,BEL,1,3,
1932,Pat Farrell,CAN,André Poplimont,BEL,1,3,
1932,Gerónimo Delgadillo,MEX,André Poplimont,BEL,1,3,
1932,Gerónimo Delgadillo,MEX,George Calnan,USA,1,3,
1932,Gerónimo Delgadillo,MEX,Paul de Graffenried,SUI,1,3,
1932,Imre Petneházy,HUN,Paul de Graffenried,SUI,1,3,
1932,Erik Kofoed-Hansen,DEN,Bo Lindman,SWE,1,3,
1932,Gerónimo Delgadillo,MEX,Erik Kofoed-Hansen,DEN,1,3,
1932,Bo Lindman,SWE,Gerónimo Delgadillo,MEX,1,3,
1932,Giancarlo Cornaggia-Medici,ITA,Max Janlet,BEL,1,3,
1932,Max Janlet,BEL,Philippe Cattiau,FRA,1,3,
1932,Stig Lindström,SWE,Philippe Cattiau,FRA,1,3,
1932,Gustave Heiss,USA,Giancarlo Cornaggia-Medici,ITA,1,3,
1932,Eduardo Prieto Souza,MEX,Giancarlo Cornaggia-Medici,ITA,1,3,
1932,Ernest Dalton,CAN,Giancarlo Cornaggia-Medici,ITA,1,3,
1932,Eduardo Prieto Souza,MEX,Gustave Heiss,USA,1,3,
1932,Ernest Dalton,CAN,Gustave Heiss,USA,1,3,
1932,Philippe Cattiau,FRA,Tibor Benkő,HUN,1,3,
1932,Eduardo Prieto Souza,MEX,Tibor Benkő,HUN,1,3,
1932,Ernest Dalton,CAN,Eduardo Prieto Souza,MEX,1,3,
1932,Tibor Benkő,HUN,Ernest Dalton,CAN,1,3,
1932,Philippe Cattiau,FRA,Saverio Ragno,ITA,1,3,
1932,Doris de Jong,NED,Saverio Ragno,ITA,1,3,
1932,Tibor Benkő,HUN,Saverio Ragno,ITA,1,3,
1932,Philippe Cattiau,FRA,Géo Buchard,FRA,1,3,
1932,Raúl Saucedo,ARG,Géo Buchard,FRA,1,3,
1932,Gustave Heiss,USA,Géo Buchard,FRA,1,3,
1932,Philippe Cattiau,FRA,Sven Thofelt,SWE,1,3,
1932,Saverio Ragno,ITA,Xavier De Beukelaer,BEL,1,3,
1932,Tibor Benkő,HUN,Xavier De Beukelaer,BEL,1,3,
1932,Xavier De Beukelaer,BEL,Philippe Cattiau,FRA,1,3,
1932,Tibor Benkő,HUN,Philippe Cattiau,FRA,1,3,
1932,Gustave Heiss,USA,Raúl Saucedo,ARG,1,3,
1932,Doris de Jong,NED,Raúl Saucedo,ARG,1,3,
1932,Tibor Benkő,HUN,Raúl Saucedo,ARG,1,3,
1932,Sven Thofelt,SWE,Gustave Heiss,USA,1,3,
1932,Eduardo Prieto Souza,MEX,Gustave Heiss,USA,1,3,
1932,Giancarlo Cornaggia-Medici,ITA,Bernard Schmetz,FRA,1,3,
1932,André Poplimont,BEL,Bernard Schmetz,FRA,1,3,
1932,Bo Lindman,SWE,Bernard Schmetz,FRA,1,3,
1932,Paul de Graffenried,SUI,Giancarlo Cornaggia-Medici,ITA,1,3,
1932,Carlo Agostoni,ITA,George Calnan,USA,1,3,
1932,Aage Leidersdorff,DEN,Paul de Graffenried,SUI,1,3,
1932,Stig Lindström,SWE,Carlo Agostoni,ITA,1,3,
1932,Bo Lindman,SWE,Carlo Agostoni,ITA,1,3,
1932,Bernard Schmetz,FRA,Stig Lindström,SWE,1,3,
1932,Max Janlet,BEL,Stig Lindström,SWE,1,3,
1932,Aage Leidersdorff,DEN,Stig Lindström,SWE,1,3,
1932,Giancarlo Cornaggia-Medici,ITA,Max Janlet,BEL,1,3,
1932,Bo Lindman,SWE,Max Janlet,BEL,1,3,
1932,Aage Leidersdorff,DEN,Max Janlet,BEL,1,3,
1932,Paul de Graffenried,SUI,André Poplimont,BEL,1,3,
1932,André Poplimont,BEL,Bo Lindman,SWE,1,3,
1932,Bo Lindman,SWE,Aage Leidersdorff,DEN,1,3,
1932,Géo Buchard,FRA,Giancarlo Cornaggia-Medici,ITA,1,3,
1932,Bernard Schmetz,FRA,Giancarlo Cornaggia-Medici,ITA,1,3,
1932,Philippe Cattiau,FRA,Giancarlo Cornaggia-Medici,ITA,1,3,
1932,George Calnan,USA,Giancarlo Cornaggia-Medici,ITA,1,3,
1932,Paul de Graffenried,SUI,Giancarlo Cornaggia-Medici,ITA,1,3,
1932,George Calnan,USA,Géo Buchard,FRA,1,3,
1932,Raúl Saucedo,ARG,Géo Buchard,FRA,1,3,
1932,Paul de Graffenried,SUI,Géo Buchard,FRA,1,3,
1932,Stig Lindström,SWE,Géo Buchard,FRA,1,3,
1932,Bernard Schmetz,FRA,Carlo Agostoni,ITA,1,3,
1932,Sven Thofelt,SWE,Carlo Agostoni,ITA,1,3,
1932,Stig Lindström,SWE,Carlo Agostoni,ITA,1,3,
1932,Bernard Schmetz,FRA,Saverio Ragno,ITA,1,3,
1932,Stig Lindström,SWE,Saverio Ragno,ITA,1,3,
1932,Philippe Cattiau,FRA,Bernard Schmetz,FRA,1,3,
1932,George Calnan,USA,Bernard Schmetz,FRA,1,3,
1932,George Calnan,USA,Philippe Cattiau,FRA,1,3,
1932,Raúl Saucedo,ARG,Philippe Cattiau,FRA,1,3,
1932,Paul de Graffenried,SUI,Philippe Cattiau,FRA,1,3,
1932,Xavier De Beukelaer,BEL,George Calnan,USA,1,3,
1932,Raúl Saucedo,ARG,George Calnan,USA,1,3,
1932,Paul de Graffenried,SUI,George Calnan,USA,1,3,
1932,Raúl Saucedo,ARG,Xavier De Beukelaer,BEL,1,3,
1932,Stig Lindström,SWE,Xavier De Beukelaer,BEL,1,3,
1932,Xavier De Beukelaer,BEL,Sven Thofelt,SWE,1,3,
1932,Paul de Graffenried,SUI,Sven Thofelt,SWE,1,3,
1932,Xavier De Beukelaer,BEL,Paul de Graffenried,SUI,1,3,
1932,Stig Lindström,SWE,Paul de Graffenried,SUI,1,3,
1932,Giancarlo Cornaggia-Medici,ITA,Stig Lindström,SWE,1,3,
1932,Philippe Cattiau,FRA,Stig Lindström,SWE,1,3,
1932,Eduardo Prieto Souza,MEX,Saverio Ragno,ITA,0,3,
1932,Harold Corbin,USA,Saverio Ragno,ITA,0,3,
1932,Bertram Markus,CAN,Géo Buchard,FRA,0,3,
1932,Sven Thofelt,SWE,Xavier De Beukelaer,BEL,0,3,
1932,Bertram Markus,CAN,Xavier De Beukelaer,BEL,0,3,
1932,Doris de Jong,NED,Sven Thofelt,SWE,0,3,
1932,Bertram Markus,CAN,Sven Thofelt,SWE,0,3,
1932,Pat Farrell,CAN,Carlo Agostoni,ITA,0,3,
1932,Erik Kofoed-Hansen,DEN,Carlo Agostoni,ITA,0,3,
1932,Imre Petneházy,HUN,Carlo Agostoni,ITA,0,3,
1932,Pat Farrell,CAN,Bernard Schmetz,FRA,0,3,
1932,Erik Kofoed-Hansen,DEN,Bernard Schmetz,FRA,0,3,
1932,Imre Petneházy,HUN,Bernard Schmetz,FRA,0,3,
1932,Bernard Schmetz,FRA,Raúl Saucedo,ARG,0,3,
1932,Erik Kofoed-Hansen,DEN,Raúl Saucedo,ARG,0,3,
1932,Imre Petneházy,HUN,Raúl Saucedo,ARG,0,3,
1932,Paul de Graffenried,SUI,George Calnan,USA,0,3,
1932,Imre Petneházy,HUN,George Calnan,USA,0,3,
1932,Paul de Graffenried,SUI,Pat Farrell,CAN,0,3,
1932,Imre Petneházy,HUN,Pat Farrell,CAN,0,3,
1932,Pat Farrell,CAN,Bo Lindman,SWE,0,3,
1932,Imre Petneházy,HUN,Bo Lindman,SWE,0,3,
1932,Pat Farrell,CAN,Erik Kofoed-Hansen,DEN,0,3,
1932,Imre Petneházy,HUN,Erik Kofoed-Hansen,DEN,0,3,
1932,Gustave Heiss,USA,Max Janlet,BEL,0,3,
1932,Eduardo Prieto Souza,MEX,Max Janlet,BEL,0,3,
1932,Ernest Dalton,CAN,Max Janlet,BEL,0,3,
